Date,bawang merah
2022-01-01,33.246514679350504
2022-01-02,48.65343611612269
2022-01-03,38.92274889289816
2022-01-04,33.246514679350504
2022-01-05,37.3009676890274
2022-01-06,60.81679514515336
2022-01-07,36.49007708709202
2022-01-08,40.5445300967689
2022-01-09,40.5445300967689
2022-01-10,42.16631130063966
2022-01-11,63.2494669509595
2022-01-12,51.08610792192884
2022-01-13,51.08610792192884
2022-01-14,37.3009676890274
2022-01-15,48.65343611612269
2022-01-16,58.38412333934723
2022-01-17,60.00590454321799
2022-01-18,63.2494669509595
2022-01-19,42.16631130063966
2022-01-20,55.14056093160571
2022-01-21,53.51877972773495
2022-01-22,57.57323273741184
2022-01-23,50.275217319993445
2022-01-24,47.84254551418731
2022-01-25,67.30391996063638
2022-01-26,60.00590454321799
2022-01-27,42.16631130063966
2022-01-28,50.275217319993445
2022-01-29,37.3009676890274
2022-01-30,45.40987370838118
2022-01-31,56.76234213547647
2022-02-01,59.1950139412826
2022-02-02,56.76234213547647
2022-02-03,60.00590454321799
2022-02-04,38.92274889289816
2022-02-05,39.733639494833525
2022-02-06,51.8969985238642
2022-02-07,56.76234213547647
2022-02-08,81.0890601935378
2022-02-09,62.4385763490241
2022-02-10,31.62473347547975
2022-02-11,60.81679514515336
2022-02-12,38.92274889289816
2022-02-13,64.87124815483025
2022-02-14,60.81679514515336
2022-02-15,44.5989831064458
2022-02-16,67.30391996063638
2022-02-17,76.22371658192554
2022-02-18,57.57323273741184
2022-02-19,56.76234213547647
2022-02-20,47.03165491225193
2022-02-21,55.9514515335411
2022-02-22,49.46432671805806
2022-02-23,57.57323273741184
2022-02-24,50.275217319993445
2022-02-25,55.9514515335411
2022-02-26,34.86829588322126
2022-02-27,44.5989831064458
2022-02-28,41.35542069870427
2022-03-01,48.65343611612269
2022-03-02,47.03165491225193
2022-03-03,58.38412333934723
2022-03-04,51.8969985238642
2022-03-05,40.5445300967689
2022-03-06,53.51877972773495
2022-03-07,46.22076431031656
2022-03-08,42.97720190257505
2022-03-09,53.51877972773495
2022-03-10,55.9514515335411
2022-03-11,55.9514515335411
2022-03-12,53.51877972773495
2022-03-13,72.16926357224865
2022-03-14,56.76234213547647
2022-03-15,51.8969985238642
2022-03-16,61.627685747088734
2022-03-17,45.40987370838118
2022-03-18,54.329670329670336
2022-03-19,65.68213875676564
2022-03-20,44.5989831064458
2022-03-21,53.51877972773495
2022-03-22,52.707889125799575
2022-03-23,53.51877972773495
2022-03-24,42.16631130063966
2022-03-25,54.329670329670336
2022-03-26,52.707889125799575
2022-03-27,47.03165491225193
2022-03-28,68.92570116450715
2022-03-29,60.81679514515336
2022-03-30,59.1950139412826
2022-03-31,55.9514515335411
2022-04-01,38.92274889289816
2022-04-02,40.5445300967689
2022-04-03,53.51877972773495
2022-04-04,49.46432671805806
2022-04-05,44.5989831064458
2022-04-06,50.275217319993445
2022-04-07,55.14056093160571
2022-04-08,47.84254551418731
2022-04-09,44.5989831064458
2022-04-10,40.5445300967689
2022-04-11,47.03165491225193
2022-04-12,42.16631130063966
2022-04-13,43.78809250451042
2022-04-14,31.62473347547975
2022-04-15,42.16631130063966
2022-04-16,50.275217319993445
2022-04-17,38.92274889289816
2022-04-18,44.5989831064458
2022-04-19,54.329670329670336
2022-04-20,40.5445300967689
2022-04-21,44.5989831064458
2022-04-22,33.246514679350504
2022-04-23,33.246514679350504
2022-04-24,39.733639494833525
2022-04-25,45.40987370838118
2022-04-26,39.733639494833525
2022-04-27,51.8969985238642
2022-04-28,31.62473347547975
2022-04-29,40.5445300967689
2022-04-30,37.3009676890274
2022-05-01,30.002952271608997
2022-05-02,18.650483844513698
2022-05-03,24.326718058061346
2022-05-04,22.70493685419059
2022-05-05,17.02870264064294
2022-05-06,38.92274889289816
2022-05-07,42.97720190257505
2022-05-08,35.679186485156634
2022-05-09,42.16631130063966
2022-05-10,38.92274889289816
2022-05-11,37.3009676890274
2022-05-12,38.11185829096277
2022-05-13,38.92274889289816
2022-05-14,34.86829588322126
2022-05-15,46.22076431031656
2022-05-16,51.08610792192884
2022-05-17,52.707889125799575
2022-05-18,45.40987370838118
2022-05-19,44.5989831064458
2022-05-20,42.97720190257505
2022-05-21,45.40987370838118
2022-05-22,44.5989831064458
2022-05-23,51.8969985238642
2022-05-24,53.51877972773495
2022-05-25,44.5989831064458
2022-05-26,53.51877972773495
2022-05-27,52.707889125799575
2022-05-28,40.5445300967689
2022-05-29,45.40987370838118
2022-05-30,39.733639494833525
2022-05-31,49.46432671805806
2022-06-01,46.22076431031656
2022-06-02,47.84254551418731
2022-06-03,45.40987370838118
2022-06-04,29.192061669673613
2022-06-05,40.5445300967689
2022-06-06,45.40987370838118
2022-06-07,44.5989831064458
2022-06-08,54.329670329670336
2022-06-09,46.22076431031656
2022-06-10,54.329670329670336
2022-06-11,42.97720190257505
2022-06-12,54.329670329670336
2022-06-13,58.38412333934723
2022-06-14,49.46432671805806
2022-06-15,42.16631130063966
2022-06-16,57.57323273741184
2022-06-17,43.78809250451042
2022-06-18,51.08610792192884
2022-06-19,44.5989831064458
2022-06-20,45.40987370838118
2022-06-21,42.16631130063966
2022-06-22,51.08610792192884
2022-06-23,47.84254551418731
2022-06-24,39.733639494833525
2022-06-25,38.92274889289816
2022-06-26,40.5445300967689
2022-06-27,54.329670329670336
2022-06-28,41.35542069870427
2022-06-29,40.5445300967689
2022-06-30,41.35542069870427
2022-07-01,40.5445300967689
2022-07-02,41.35542069870427
2022-07-03,44.55207100591716
2022-07-04,42.80493096646944
2022-07-05,55.03491124260355
2022-07-06,64.64418145956607
2022-07-07,29.70138067061144
2022-07-08,54.16134122287967
2022-07-09,56.78205128205129
2022-07-10,55.90848126232741
2022-07-11,64.64418145956607
2022-07-12,77.74773175542407
2022-07-13,59.40276134122288
2022-07-14,55.90848126232741
2022-07-15,58.529191321499
2022-07-16,53.28777120315581
2022-07-17,54.16134122287967
2022-07-18,58.529191321499
2022-07-19,58.529191321499
2022-07-20,67.26489151873768
2022-07-21,87.35700197238657
2022-07-22,74.2534516765286
2022-07-23,55.90848126232741
2022-07-24,65.51775147928994
2022-07-25,68.13846153846154
2022-07-26,69.88560157790927
2022-07-27,70.75917159763313
2022-07-28,59.40276134122288
2022-07-29,56.78205128205129
2022-07-30,44.55207100591716
2022-07-31,70.75917159763313
2022-08-01,69.88560157790927
2022-08-02,79.4948717948718
2022-08-03,68.13846153846154
2022-08-04,81.24201183431953
2022-08-05,53.28777120315581
2022-08-06,47.17278106508876
2022-08-07,63.7706114398422
2022-08-08,62.02347140039448
2022-08-09,70.75917159763313
2022-08-10,60.27633136094675
2022-08-11,62.02347140039448
2022-08-12,63.7706114398422
2022-08-13,49.79349112426034
2022-08-14,45.42564102564103
2022-08-15,68.13846153846154
2022-08-16,55.03491124260355
2022-08-17,59.40276134122288
2022-08-18,52.41420118343196
2022-08-19,57.65562130177516
2022-08-20,43.678500986193285
2022-08-21,63.7706114398422
2022-08-22,67.26489151873768
2022-08-23,71.632741617357
2022-08-24,76.8741617357002
2022-08-25,81.24201183431953
2022-08-26,58.529191321499
2022-08-27,60.27633136094675
2022-08-28,55.03491124260355
2022-08-29,80.36844181459566
2022-08-30,77.74773175542407
2022-08-31,64.64418145956607
2022-09-01,77.74773175542407
2022-09-02,60.27633136094675
2022-09-03,48.919921104536485
2022-09-04,49.79349112426034
2022-09-05,82.11558185404337
2022-09-06,65.51775147928994
2022-09-07,73.37988165680474
2022-09-08,76.00059171597633
2022-09-09,54.16134122287967
2022-09-10,52.41420118343196
2022-09-11,50.66706114398422
2022-09-12,72.50631163708087
2022-09-13,67.26489151873768
2022-09-14,59.40276134122288
2022-09-15,73.37988165680474
2022-09-16,63.7706114398422
2022-09-17,55.90848126232741
2022-09-18,63.7706114398422
2022-09-19,77.74773175542407
2022-09-20,67.26489151873768
2022-09-21,70.75917159763313
2022-09-22,55.03491124260355
2022-09-23,52.41420118343196
2022-09-24,48.919921104536485
2022-09-25,49.79349112426034
2022-09-26,50.66706114398422
2022-09-27,58.529191321499
2022-09-28,74.2534516765286
2022-09-29,60.27633136094675
2022-09-30,56.78205128205129
2022-10-01,50.66706114398422
2022-10-02,48.04635108481264
2022-10-03,51.540631163708085
2022-10-04,54.16134122287967
2022-10-05,55.90848126232741
2022-10-06,46.29921104536489
2022-10-07,61.149901380670606
2022-10-08,41.93136094674556
2022-10-09,50.66706114398422
2022-10-10,51.540631163708085
2022-10-11,55.03491124260355
2022-10-12,58.529191321499
2022-10-13,50.66706114398422
2022-10-14,48.919921104536485
2022-10-15,46.29921104536489
2022-10-16,46.29921104536489
2022-10-17,62.02347140039448
2022-10-18,51.540631163708085
2022-10-19,54.16134122287967
2022-10-20,55.90848126232741
2022-10-21,62.89704142011834
2022-10-22,58.529191321499
2022-10-23,55.03491124260355
2022-10-24,61.149901380670606
2022-10-25,59.40276134122288
2022-10-26,55.03491124260355
2022-10-27,58.529191321499
2022-10-28,57.65562130177516
2022-10-29,53.28777120315581
2022-10-30,63.7706114398422
2022-10-31,68.13846153846154
2022-11-01,73.37988165680474
2022-11-02,62.89704142011834
2022-11-03,52.41420118343196
2022-11-04,55.03491124260355
2022-11-05,48.04635108481264
2022-11-06,56.78205128205129
2022-11-07,41.93136094674556
2022-11-08,45.42564102564103
2022-11-09,48.919921104536485
2022-11-10,65.51775147928994
2022-11-11,47.17278106508876
2022-11-12,43.678500986193285
2022-11-13,60.27633136094675
2022-11-14,56.78205128205129
2022-11-15,83.86272189349113
2022-11-16,44.55207100591716
2022-11-17,62.02347140039448
2022-11-18,52.41420118343196
2022-11-19,54.16134122287967
2022-11-20,54.16134122287967
2022-11-21,58.529191321499
2022-11-22,55.90848126232741
2022-11-23,47.17278106508876
2022-11-24,57.65562130177516
2022-11-25,44.55207100591716
2022-11-26,42.80493096646944
2022-11-27,56.78205128205129
2022-11-28,48.04635108481264
2022-11-29,53.28777120315581
2022-11-30,49.79349112426034
2022-12-01,54.16134122287967
2022-12-02,47.17278106508876
2022-12-03,38.4370808678501
2022-12-04,48.919921104536485
2022-12-05,53.28777120315581
2022-12-06,45.42564102564103
2022-12-07,52.41420118343196
2022-12-08,86.48343195266273
2022-12-09,41.057790927021685
2022-12-10,36.68994082840237
2022-12-11,51.540631163708085
2022-12-12,47.17278106508876
2022-12-13,53.28777120315581
2022-12-14,23.586390532544375
2022-12-15,45.42564102564103
2022-12-16,50.66706114398422
2022-12-17,35.8163708086785
2022-12-18,38.4370808678501
2022-12-19,36.68994082840237
2022-12-20,39.31065088757397
2022-12-21,38.4370808678501
2022-12-22,36.68994082840237
2022-12-23,33.19566074950691
2022-12-24,34.06923076923077
2022-12-25,53.28777120315581
2022-12-26,53.28777120315581
2022-12-27,42.80493096646944
2022-12-28,40.18422090729783
2022-12-29,50.66706114398422
2022-12-30,38.4370808678501
2022-12-31,37.56351084812623
2023-01-01,41.93136094674556
2023-01-02,48.96783833116036
2023-01-03,48.96783833116036
2023-01-04,45.08150195567144
2023-01-05,55.18597653194262
2023-01-06,55.96324380704041
2023-01-07,48.96783833116036
2023-01-08,63.735916558018246
2023-01-09,45.85876923076922
