Date,tepung terigu
2022-01-01,45.08651372600895
2022-01-02,37.28307865804586
2022-01-03,44.21946538512416
2022-01-04,27.7455469083132
2022-01-05,45.95356206689373
2022-01-06,40.75127202158501
2022-01-07,52.02290045308725
2022-01-08,64.16157722547428
2022-01-09,35.54898197627629
2022-01-10,45.95356206689373
2022-01-11,49.42175543043289
2022-01-12,45.95356206689373
2022-01-13,54.62404547574161
2022-01-14,45.08651372600895
2022-01-15,37.28307865804586
2022-01-16,61.56043220281991
2022-01-17,70.2309156116678
2022-01-18,40.75127202158501
2022-01-19,60.69338386193513
2022-01-20,71.09796395255258
2022-01-21,60.69338386193513
2022-01-22,43.352417044239374
2022-01-23,85.83778574759397
2022-01-24,62.427480543704704
2022-01-25,59.82633552105034
2022-01-26,60.69338386193513
2022-01-27,55.4910938166264
2022-01-28,69.363867270783
2022-01-29,40.75127202158501
2022-01-30,79.76844736140045
2022-01-31,63.29452888458948
2022-02-01,67.62977058901343
2022-02-02,49.42175543043289
2022-02-03,56.3581421575112
2022-02-04,65.02862556635907
2022-02-05,54.62404547574161
2022-02-06,58.09223883928076
2022-02-07,65.02862556635907
2022-02-08,85.83778574759397
2022-02-09,60.69338386193513
2022-02-10,28.612595249197987
2022-02-11,69.363867270783
2022-02-12,86.70483408847875
2022-02-13,66.76272224812864
2022-02-14,62.427480543704704
2022-02-15,70.2309156116678
2022-02-16,50.28880377131768
2022-02-17,57.225190498395975
2022-02-18,75.43320565697651
2022-02-19,48.55470708954809
2022-02-20,51.15585211220245
2022-02-21,70.2309156116678
2022-02-22,70.2309156116678
2022-02-23,55.4910938166264
2022-02-24,72.83206063432216
2022-02-25,54.62404547574161
2022-02-26,43.352417044239374
2022-02-27,52.88994879397203
2022-02-28,54.62404547574161
2022-03-01,63.29452888458948
2022-03-02,72.83206063432216
2022-03-03,54.62404547574161
2022-03-04,65.02862556635907
2022-03-05,45.95356206689373
2022-03-06,40.75127202158501
2022-03-07,64.16157722547428
2022-03-08,68.49681892989821
2022-03-09,56.3581421575112
2022-03-10,57.225190498395975
2022-03-11,45.08651372600895
2022-03-12,53.75699713485683
2022-03-13,63.29452888458948
2022-03-14,44.21946538512416
2022-03-15,52.02290045308725
2022-03-16,56.3581421575112
2022-03-17,71.09796395255258
2022-03-18,53.75699713485683
2022-03-19,62.427480543704704
2022-03-20,55.4910938166264
2022-03-21,39.01717533981544
2022-03-22,65.02862556635907
2022-03-23,60.69338386193513
2022-03-24,50.28880377131768
2022-03-25,39.884223680700224
2022-03-26,59.82633552105034
2022-03-27,49.42175543043289
2022-03-28,58.959287180165546
2022-03-29,60.69338386193513
2022-03-30,44.21946538512416
2022-03-31,55.4910938166264
2022-04-01,39.884223680700224
2022-04-02,58.959287180165546
2022-04-03,71.96501229343735
2022-04-04,69.363867270783
2022-04-05,70.2309156116678
2022-04-06,72.83206063432216
2022-04-07,62.427480543704704
2022-04-08,61.56043220281991
2022-04-09,63.29452888458948
2022-04-10,84.10368906582437
2022-04-11,57.225190498395975
2022-04-12,69.363867270783
2022-04-13,58.959287180165546
2022-04-14,48.55470708954809
2022-04-15,64.16157722547428
2022-04-16,57.225190498395975
2022-04-17,55.4910938166264
2022-04-18,53.75699713485683
2022-04-19,77.16730233874608
2022-04-20,65.02862556635907
2022-04-21,63.29452888458948
2022-04-22,64.16157722547428
2022-04-23,70.2309156116678
2022-04-24,85.83778574759397
2022-04-25,78.90139902051565
2022-04-26,75.43320565697651
2022-04-27,54.62404547574161
2022-04-28,49.42175543043289
2022-04-29,57.225190498395975
2022-04-30,63.29452888458948
2022-05-01,26.011450226543623
2022-05-02,0.0
2022-05-03,22.54325686300448
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,18.20801515858054
2022-05-07,26.878498567428416
2022-05-08,0.0
2022-05-09,42.48536870335459
2022-05-10,40.75127202158501
2022-05-11,39.01717533981544
2022-05-12,53.75699713485683
2022-05-13,30.34669193096757
2022-05-14,53.75699713485683
2022-05-15,39.884223680700224
2022-05-16,23.410305203889266
2022-05-17,41.6183203624698
2022-05-18,52.02290045308725
2022-05-19,38.150126998930645
2022-05-20,46.82061040777853
2022-05-21,65.02862556635907
2022-05-22,55.4910938166264
2022-05-23,43.352417044239374
2022-05-24,53.75699713485683
2022-05-25,55.4910938166264
2022-05-26,60.69338386193513
2022-05-27,35.54898197627629
2022-05-28,54.62404547574161
2022-05-29,31.213740271852352
2022-05-30,45.95356206689373
2022-05-31,60.69338386193513
2022-06-01,53.75699713485683
2022-06-02,54.62404547574161
2022-06-03,45.95356206689373
2022-06-04,46.82061040777853
2022-06-05,54.62404547574161
2022-06-06,50.28880377131768
2022-06-07,36.41603031716108
2022-06-08,71.09796395255258
2022-06-09,52.88994879397203
2022-06-10,45.95356206689373
2022-06-11,54.62404547574161
2022-06-12,32.08078861273714
2022-06-13,42.48536870335459
2022-06-14,26.878498567428416
2022-06-15,26.878498567428416
2022-06-16,40.75127202158501
2022-06-17,39.01717533981544
2022-06-18,26.878498567428416
2022-06-19,35.54898197627629
2022-06-20,28.612595249197987
2022-06-21,29.479643590082773
2022-06-22,56.3581421575112
2022-06-23,35.54898197627629
2022-06-24,39.884223680700224
2022-06-25,52.88994879397203
2022-06-26,39.01717533981544
2022-06-27,45.95356206689373
2022-06-28,38.150126998930645
2022-06-29,58.09223883928076
2022-06-30,41.6183203624698
2022-07-01,51.15585211220245
2022-07-02,0.0
2022-07-03,33.21782212222584
2022-07-04,36.99257463611513
2022-07-05,34.72772312778156
2022-07-06,39.25742614444871
2022-07-07,30.95297061389225
2022-07-08,39.25742614444871
2022-07-09,41.52227765278229
2022-07-10,27.17821810000295
2022-07-11,36.23762413333727
2022-07-12,26.42326759722509
2022-07-13,32.462871619447974
2022-07-14,42.27722815556016
2022-07-15,33.9727726250037
2022-07-16,52.84653519445018
2022-07-17,36.99257463611513
2022-07-18,34.72772312778156
2022-07-19,43.03217865833802
2022-07-20,46.80693117222732
2022-07-21,46.80693117222732
2022-07-22,41.52227765278229
2022-07-23,42.27722815556016
2022-07-24,65.68069374167382
2022-07-25,20.383663575002213
2022-07-26,24.913366591669377
2022-07-27,41.52227765278229
2022-07-28,43.78712916111588
2022-07-29,36.99257463611513
2022-07-30,57.37623821111736
2022-07-31,65.68069374167382
2022-08-01,50.58168368611662
2022-08-02,46.80693117222732
2022-08-03,40.76732715000443
2022-08-04,34.72772312778156
2022-08-05,51.33663418889447
2022-08-06,31.707921116670114
2022-08-07,46.05198066944945
2022-08-08,35.48267363055941
2022-08-09,75.49505027778598
2022-08-10,61.9059412277845
2022-08-11,38.50247564167085
2022-08-12,40.012376647226574
2022-08-13,38.50247564167085
2022-08-14,36.23762413333727
2022-08-15,61.15099072500666
2022-08-16,40.76732715000443
2022-08-17,49.82673318333875
2022-08-18,60.39604022222879
2022-08-19,61.15099072500666
2022-08-20,53.60148569722806
2022-08-21,45.29703016667159
2022-08-22,45.29703016667159
2022-08-23,52.091584691672345
2022-08-24,46.80693117222732
2022-08-25,50.58168368611662
2022-08-26,33.21782212222584
2022-08-27,38.50247564167085
2022-08-28,49.82673318333875
2022-08-29,69.45544625556312
2022-08-30,61.9059412277845
2022-08-31,54.3564362000059
2022-09-01,46.80693117222732
2022-09-02,34.72772312778156
2022-09-03,34.72772312778156
2022-09-04,52.091584691672345
2022-09-05,55.111386702783776
2022-09-06,33.9727726250037
2022-09-07,53.60148569722806
2022-09-08,49.82673318333875
2022-09-09,50.58168368611662
2022-09-10,62.66089173056238
2022-09-11,53.60148569722806
2022-09-12,45.29703016667159
2022-09-13,54.3564362000059
2022-09-14,55.111386702783776
2022-09-15,36.99257463611513
2022-09-16,49.82673318333875
2022-09-17,52.091584691672345
2022-09-18,52.84653519445018
2022-09-19,40.76732715000443
2022-09-20,61.9059412277845
2022-09-21,40.012376647226574
2022-09-22,43.03217865833802
2022-09-23,43.78712916111588
2022-09-24,36.99257463611513
2022-09-25,51.33663418889447
2022-09-26,49.071782680560894
2022-09-27,37.74752513889299
2022-09-28,43.78712916111588
2022-09-29,49.071782680560894
2022-09-30,40.012376647226574
2022-10-01,44.54207966389373
2022-10-02,61.9059412277845
2022-10-03,41.52227765278229
2022-10-04,52.84653519445018
2022-10-05,53.60148569722806
2022-10-06,29.443069608336536
2022-10-07,55.111386702783776
2022-10-08,50.58168368611662
2022-10-09,68.70049575278526
2022-10-10,41.52227765278229
2022-10-11,52.091584691672345
2022-10-12,43.03217865833802
2022-10-13,61.15099072500666
2022-10-14,67.19059474722954
2022-10-15,37.74752513889299
2022-10-16,51.33663418889447
2022-10-17,58.13118871389522
2022-10-18,41.52227765278229
2022-10-19,56.62128770833949
2022-10-20,44.54207966389373
2022-10-21,48.31683217778304
2022-10-22,38.50247564167085
2022-10-23,57.37623821111736
2022-10-24,58.88613921667307
2022-10-25,60.39604022222879
2022-10-26,52.84653519445018
2022-10-27,53.60148569722806
2022-10-28,54.3564362000059
2022-10-29,43.03217865833802
2022-10-30,61.9059412277845
2022-10-31,58.13118871389522
2022-11-01,58.13118871389522
2022-11-02,59.64108971945093
2022-11-03,57.37623821111736
2022-11-04,42.27722815556016
2022-11-05,42.27722815556016
2022-11-06,50.58168368611662
2022-11-07,72.47524826667454
2022-11-08,40.012376647226574
2022-11-09,68.70049575278526
2022-11-10,58.13118871389522
2022-11-11,44.54207966389373
2022-11-12,51.33663418889447
2022-11-13,64.92574323889595
2022-11-14,67.19059474722954
2022-11-15,54.3564362000059
2022-11-16,37.74752513889299
2022-11-17,56.62128770833949
2022-11-18,53.60148569722806
2022-11-19,45.29703016667159
2022-11-20,67.19059474722954
2022-11-21,43.78712916111588
2022-11-22,48.31683217778304
2022-11-23,55.111386702783776
2022-11-24,48.31683217778304
2022-11-25,43.78712916111588
2022-11-26,46.05198066944945
2022-11-27,39.25742614444871
2022-11-28,47.56188167500517
2022-11-29,59.64108971945093
2022-11-30,64.92574323889595
2022-12-01,65.68069374167382
2022-12-02,49.071782680560894
2022-12-03,61.15099072500666
2022-12-04,54.3564362000059
2022-12-05,62.66089173056238
2022-12-06,60.39604022222879
2022-12-07,52.84653519445018
2022-12-08,49.071782680560894
2022-12-09,40.76732715000443
2022-12-10,29.443069608336536
2022-12-11,51.33663418889447
2022-12-12,54.3564362000059
2022-12-13,32.462871619447974
2022-12-14,49.82673318333875
2022-12-15,61.15099072500666
2022-12-16,65.68069374167382
2022-12-17,41.52227765278229
2022-12-18,34.72772312778156
2022-12-19,52.091584691672345
2022-12-20,49.071782680560894
2022-12-21,52.091584691672345
2022-12-22,70.21039675834096
2022-12-23,63.41584223334023
2022-12-24,55.86633720556163
2022-12-25,58.13118871389522
2022-12-26,61.15099072500666
2022-12-27,51.33663418889447
2022-12-28,46.05198066944945
2022-12-29,52.84653519445018
2022-12-30,46.05198066944945
2022-12-31,42.27722815556016
2023-01-01,46.05198066944945
2023-01-02,43.0
2023-01-03,50.99999999999999
2023-01-04,43.0
2023-01-05,48.0
2023-01-06,35.0
2023-01-07,34.0
2023-01-08,61.0
2023-01-09,50.0
2023-01-10,43.99999999999999
2023-01-11,45.0
2023-01-12,45.0
2023-01-13,50.0
2023-01-14,48.99999999999999
2023-01-15,58.99999999999999
2023-01-16,51.99999999999999
2023-01-17,58.0
2023-01-18,69.0
2023-01-19,54.99999999999999
2023-01-20,39.0
2023-01-21,47.0
2023-01-22,63.0
2023-01-23,47.0
2023-01-24,57.0
2023-01-25,64.0
2023-01-26,68.0
2023-01-27,48.99999999999999
2023-01-28,54.99999999999999
2023-01-29,54.0
2023-01-30,62.00000000000001
2023-01-31,69.0
2023-02-01,55.99999999999999
2023-02-02,43.99999999999999
2023-02-03,36.99999999999999
2023-02-04,68.0
2023-02-05,60.0
2023-02-06,61.0
2023-02-07,69.0
2023-02-08,63.0
2023-02-09,57.0
2023-02-10,65.0
2023-02-11,66.0
2023-02-12,79.99999999999999
2023-02-13,50.99999999999999
2023-02-14,53.0
2023-02-15,65.0
2023-02-16,63.0
2023-02-17,64.0
2023-02-18,65.0
2023-02-19,79.99999999999999
2023-02-20,67.0
2023-02-21,47.0
2023-02-22,66.0
2023-02-23,57.0
2023-02-24,64.0
2023-02-25,57.0
2023-02-26,58.0
2023-02-27,54.99999999999999
2023-02-28,46.0
2023-03-01,47.0
2023-03-02,69.0
2023-03-03,54.99999999999999
2023-03-04,58.99999999999999
2023-03-05,54.0
2023-03-06,61.0
2023-03-07,53.0
2023-03-08,46.0
2023-03-09,39.0
2023-03-10,62.00000000000001
2023-03-11,50.0
2023-03-12,40.99999999999999
2023-03-13,68.0
2023-03-14,54.0
2023-03-15,57.0
2023-03-16,66.0
2023-03-17,53.0
2023-03-18,36.99999999999999
2023-03-19,78.0
2023-03-20,48.0
2023-03-21,50.0
2023-03-22,39.0
2023-03-23,57.0
2023-03-24,63.0
2023-03-25,72.0
2023-03-26,51.99999999999999
2023-03-27,61.0
2023-03-28,67.0
2023-03-29,64.0
2023-03-30,67.0
2023-03-31,74.99999999999999
2023-04-01,64.0
2023-04-02,63.0
2023-04-03,73.0
2023-04-04,73.0
2023-04-05,53.0
2023-04-06,73.99999999999999
2023-04-07,100.0
2023-04-08,72.0
2023-04-09,61.0
2023-04-10,76.0
2023-04-11,71.0
2023-04-12,58.99999999999999
2023-04-13,74.99999999999999
2023-04-14,64.0
2023-04-15,68.0
2023-04-16,70.0
2023-04-17,69.0
2023-04-18,61.0
2023-04-19,60.0
2023-04-20,65.0
2023-04-21,48.99999999999999
2023-04-22,0.0
2023-04-23,19.0
2023-04-24,22.0
2023-04-25,23.0
2023-04-26,21.0
2023-04-27,32.0
2023-04-28,23.0
2023-04-29,27.0
2023-04-30,46.0
2023-05-01,34.0
2023-05-02,27.0
2023-05-03,38.0
2023-05-04,35.0
2023-05-05,43.0
2023-05-06,40.99999999999999
2023-05-07,36.0
2023-05-08,54.0
