Date,tepung
2022-01-01,38.23849516588366
2022-01-02,43.97426944076621
2022-01-03,38.23849516588366
2022-01-04,89.8604636398266
2022-01-05,61.181592265413855
2022-01-06,31.54675851185402
2022-01-07,45.88619419906039
2022-01-08,40.15041992417785
2022-01-09,28.678871374412747
2022-01-10,69.78525367773767
2022-01-11,65.00544178200222
2022-01-12,54.48985561138422
2022-01-13,0.0
2022-01-14,44.9302318199133
2022-01-15,57.35774274882549
2022-01-16,47.798118957354575
2022-01-17,42.06234468247203
2022-01-18,42.06234468247203
2022-01-19,66.91736654029641
2022-01-20,47.798118957354575
2022-01-21,43.97426944076621
2022-01-22,47.798118957354575
2022-01-23,40.15041992417785
2022-01-24,31.54675851185402
2022-01-25,53.53389323223711
2022-01-26,44.9302318199133
2022-01-27,32.50272089100111
2022-01-28,47.798118957354575
2022-01-29,61.181592265413855
2022-01-30,52.57793085309004
2022-01-31,44.9302318199133
2022-02-01,63.09351702370804
2022-02-02,64.04947940285513
2022-02-03,43.97426944076621
2022-02-04,53.53389323223711
2022-02-05,60.22562988626676
2022-02-06,52.57793085309004
2022-02-07,66.91736654029641
2022-02-08,44.9302318199133
2022-02-09,65.00544178200222
2022-02-10,56.4017803696784
2022-02-11,65.96140416114932
2022-02-12,57.35774274882549
2022-02-13,60.22562988626676
2022-02-14,48.75408133650167
2022-02-15,44.9302318199133
2022-02-16,62.13755464456094
2022-02-17,59.269667507119664
2022-02-18,47.798118957354575
2022-02-19,43.01830706161911
2022-02-20,65.96140416114932
2022-02-21,52.57793085309004
2022-02-22,61.181592265413855
2022-02-23,38.23849516588366
2022-02-24,49.710043715648766
2022-02-25,43.97426944076621
2022-02-26,43.01830706161911
2022-02-27,34.414645649295295
2022-02-28,43.97426944076621
2022-03-01,49.710043715648766
2022-03-02,51.62196847394294
2022-03-03,58.31370512797258
2022-03-04,46.84215657820749
2022-03-05,32.50272089100111
2022-03-06,39.19445754503076
2022-03-07,51.62196847394294
2022-03-08,51.62196847394294
2022-03-09,67.8733289194435
2022-03-10,58.31370512797258
2022-03-11,49.710043715648766
2022-03-12,74.56506557347313
2022-03-13,54.48985561138422
2022-03-14,55.44581799053131
2022-03-15,68.82929129859059
2022-03-16,48.75408133650167
2022-03-17,39.19445754503076
2022-03-18,68.82929129859059
2022-03-19,55.44581799053131
2022-03-20,41.106382303324935
2022-03-21,53.53389323223711
2022-03-22,45.88619419906039
2022-03-23,40.15041992417785
2022-03-24,45.88619419906039
2022-03-25,50.66600609479585
2022-03-26,54.48985561138422
2022-03-27,57.35774274882549
2022-03-28,59.269667507119664
2022-03-29,49.710043715648766
2022-03-30,55.44581799053131
2022-03-31,43.97426944076621
2022-04-01,36.32657040758948
2022-04-02,38.23849516588366
2022-04-03,95.59623791470916
2022-04-04,60.22562988626676
2022-04-05,56.4017803696784
2022-04-06,51.62196847394294
2022-04-07,58.31370512797258
2022-04-08,49.710043715648766
2022-04-09,53.53389323223711
2022-04-10,57.35774274882549
2022-04-11,45.88619419906039
2022-04-12,55.44581799053131
2022-04-13,38.23849516588366
2022-04-14,43.01830706161911
2022-04-15,65.96140416114932
2022-04-16,54.48985561138422
2022-04-17,65.96140416114932
2022-04-18,56.4017803696784
2022-04-19,45.88619419906039
2022-04-20,61.181592265413855
2022-04-21,51.62196847394294
2022-04-22,69.78525367773767
2022-04-23,79.3448774692086
2022-04-24,79.3448774692086
2022-04-25,72.65314081517896
2022-04-26,53.53389323223711
2022-04-27,58.31370512797258
2022-04-28,68.82929129859059
2022-04-29,57.35774274882549
2022-04-30,52.57793085309004
2022-05-01,31.54675851185402
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,23.899059478677287
2022-05-06,0.0
2022-05-07,28.678871374412747
2022-05-08,44.9302318199133
2022-05-09,23.899059478677287
2022-05-10,28.678871374412747
2022-05-11,40.15041992417785
2022-05-12,17.207322824647648
2022-05-13,37.28253278673657
2022-05-14,28.678871374412747
2022-05-15,55.44581799053131
2022-05-16,38.23849516588366
2022-05-17,33.45868327014821
2022-05-18,32.50272089100111
2022-05-19,28.678871374412747
2022-05-20,49.710043715648766
2022-05-21,57.35774274882549
2022-05-22,46.84215657820749
2022-05-23,39.19445754503076
2022-05-24,41.106382303324935
2022-05-25,51.62196847394294
2022-05-26,54.48985561138422
2022-05-27,52.57793085309004
2022-05-28,43.01830706161911
2022-05-29,39.19445754503076
2022-05-30,35.37060802844238
2022-05-31,46.84215657820749
2022-06-01,46.84215657820749
2022-06-02,43.01830706161911
2022-06-03,53.53389323223711
2022-06-04,26.76694661611856
2022-06-05,35.37060802844238
2022-06-06,33.45868327014821
2022-06-07,45.88619419906039
2022-06-08,42.06234468247203
2022-06-09,35.37060802844238
2022-06-10,39.19445754503076
2022-06-11,43.01830706161911
2022-06-12,54.48985561138422
2022-06-13,43.01830706161911
2022-06-14,29.634833753559832
2022-06-15,47.798118957354575
2022-06-16,34.414645649295295
2022-06-17,41.106382303324935
2022-06-18,39.19445754503076
2022-06-19,30.590796132706927
2022-06-20,54.48985561138422
2022-06-21,48.75408133650167
2022-06-22,32.50272089100111
2022-06-23,56.4017803696784
2022-06-24,58.31370512797258
2022-06-25,48.75408133650167
2022-06-26,57.35774274882549
2022-06-27,34.414645649295295
2022-06-28,49.710043715648766
2022-06-29,45.88619419906039
2022-06-30,55.44581799053131
2022-07-01,32.50272089100111
2022-07-02,46.84215657820749
2022-07-03,40.82049301655043
2022-07-04,50.24060678960053
2022-07-05,48.67058782742552
2022-07-06,37.6804550922004
2022-07-07,43.96053094090046
2022-07-08,47.88557834633801
2022-07-09,47.100568865250494
2022-07-10,32.18538872458784
2022-07-11,30.61536976241282
2022-07-12,29.83036028132532
2022-07-13,22.76527495153774
2022-07-14,38.4654645732879
2022-07-15,54.95066367612558
2022-07-16,33.75540768676286
2022-07-17,46.31555938416298
2022-07-18,44.74554042198797
2022-07-19,48.67058782742552
2022-07-20,53.38064471395056
2022-07-21,41.605502497637936
2022-07-22,32.970398205675345
2022-07-23,38.4654645732879
2022-07-24,41.605502497637936
2022-07-25,42.390511978725456
2022-07-26,32.970398205675345
2022-07-27,40.82049301655043
2022-07-28,38.4654645732879
2022-07-29,29.83036028132532
2022-07-30,38.4654645732879
2022-07-31,43.96053094090046
2022-08-01,47.88557834633801
2022-08-02,0.0
2022-08-03,36.11043613002538
2022-08-04,53.38064471395056
2022-08-05,36.11043613002538
2022-08-06,47.100568865250494
2022-08-07,51.02561627068804
2022-08-08,28.2603413191503
2022-08-09,27.47533183806279
2022-08-10,43.17552145981296
2022-08-11,60.44573004373814
2022-08-12,41.605502497637936
2022-08-13,49.45559730851301
2022-08-14,58.09070160047561
2022-08-15,41.605502497637936
2022-08-16,41.605502497637936
2022-08-17,54.16565419503807
2022-08-18,39.25047405437542
2022-08-19,48.67058782742552
2022-08-20,54.95066367612558
2022-08-21,53.38064471395056
2022-08-22,46.31555938416298
2022-08-23,36.11043613002538
2022-08-24,37.6804550922004
2022-08-25,32.18538872458784
2022-08-26,29.04535080023781
2022-08-27,32.18538872458784
2022-08-28,58.875711081563125
2022-08-29,47.100568865250494
2022-08-30,50.24060678960053
2022-08-31,47.88557834633801
2022-09-01,46.31555938416298
2022-09-02,41.605502497637936
2022-09-03,30.61536976241282
2022-09-04,52.59563523286305
2022-09-05,43.17552145981296
2022-09-06,56.5206826383006
2022-09-07,39.25047405437542
2022-09-08,37.6804550922004
2022-09-09,48.67058782742552
2022-09-10,42.390511978725456
2022-09-11,46.31555938416298
2022-09-12,45.53054990307548
2022-09-13,48.67058782742552
2022-09-14,25.90531287588777
2022-09-15,35.32542664893787
2022-09-16,35.32542664893787
2022-09-17,46.31555938416298
2022-09-18,35.32542664893787
2022-09-19,35.32542664893787
2022-09-20,64.37077744917568
2022-09-21,38.4654645732879
2022-09-22,50.24060678960053
2022-09-23,42.390511978725456
2022-09-24,48.67058782742552
2022-09-25,51.02561627068804
2022-09-26,47.88557834633801
2022-09-27,39.25047405437542
2022-09-28,51.81062575177554
2022-09-29,38.4654645732879
2022-09-30,18.05521806501269
2022-10-01,45.53054990307548
2022-10-02,51.81062575177554
2022-10-03,40.03548353546292
2022-10-04,39.25047405437542
2022-10-05,51.02561627068804
2022-10-06,51.02561627068804
2022-10-07,43.17552145981296
2022-10-08,29.04535080023781
2022-10-09,47.100568865250494
2022-10-10,43.96053094090046
2022-10-11,45.53054990307548
2022-10-12,31.40037924350033
2022-10-13,46.31555938416298
2022-10-14,41.605502497637936
2022-10-15,36.11043613002538
2022-10-16,61.23073952482564
2022-10-17,44.74554042198797
2022-10-18,30.61536976241282
2022-10-19,34.540417167850364
2022-10-20,42.390511978725456
2022-10-21,33.75540768676286
2022-10-22,46.31555938416298
2022-10-23,53.38064471395056
2022-10-24,36.11043613002538
2022-10-25,42.390511978725456
2022-10-26,21.195255989362728
2022-10-27,44.74554042198797
2022-10-28,42.390511978725456
2022-10-29,63.58576796808816
2022-10-30,49.45559730851301
2022-10-31,40.82049301655043
2022-11-01,43.17552145981296
2022-11-02,39.25047405437542
2022-11-03,42.390511978725456
2022-11-04,49.45559730851301
2022-11-05,47.88557834633801
2022-11-06,38.4654645732879
2022-11-07,40.82049301655043
2022-11-08,47.88557834633801
2022-11-09,47.88557834633801
2022-11-10,59.66072056265063
2022-11-11,29.04535080023781
2022-11-12,44.74554042198797
2022-11-13,38.4654645732879
2022-11-14,62.80075848700066
2022-11-15,51.81062575177554
2022-11-16,42.390511978725456
2022-11-17,39.25047405437542
2022-11-18,51.02561627068804
2022-11-19,53.38064471395056
2022-11-20,37.6804550922004
2022-11-21,45.53054990307548
2022-11-22,55.735673157213085
2022-11-23,52.59563523286305
2022-11-24,30.61536976241282
2022-11-25,41.605502497637936
2022-11-26,41.605502497637936
2022-11-27,36.11043613002538
2022-11-28,51.81062575177554
2022-11-29,68.29582485461322
2022-11-30,78.50094810875083
2022-12-01,58.875711081563125
2022-12-02,48.67058782742552
2022-12-03,31.40037924350033
2022-12-04,50.24060678960053
2022-12-05,31.40037924350033
2022-12-06,37.6804550922004
2022-12-07,43.96053094090046
2022-12-08,39.25047405437542
2022-12-09,29.83036028132532
2022-12-10,36.89544561111289
2022-12-11,54.16565419503807
2022-12-12,44.74554042198797
2022-12-13,25.120303394800263
2022-12-14,24.33529391371276
2022-12-15,50.24060678960053
2022-12-16,54.16565419503807
2022-12-17,39.25047405437542
2022-12-18,43.17552145981296
2022-12-19,43.96053094090046
2022-12-20,58.09070160047561
2022-12-21,32.18538872458784
2022-12-22,48.67058782742552
2022-12-23,43.96053094090046
2022-12-24,40.82049301655043
2022-12-25,43.17552145981296
2022-12-26,31.40037924350033
2022-12-27,62.01574900591315
2022-12-28,37.6804550922004
2022-12-29,43.96053094090046
2022-12-30,46.31555938416298
2022-12-31,24.33529391371276
2023-01-01,29.83036028132532
2023-01-02,39.0
2023-01-03,26.000000000000004
2023-01-04,39.0
2023-01-05,38.0
2023-01-06,35.0
2023-01-07,42.0
2023-01-08,47.00000000000001
2023-01-09,37.0
2023-01-10,27.0
2023-01-11,37.0
2023-01-12,40.0
2023-01-13,41.0
2023-01-14,35.0
2023-01-15,39.0
2023-01-16,45.0
2023-01-17,50.0
2023-01-18,41.0
2023-01-19,58.00000000000001
2023-01-20,37.0
2023-01-21,39.0
2023-01-22,50.0
2023-01-23,57.00000000000001
2023-01-24,52.00000000000001
2023-01-25,41.0
2023-01-26,48.00000000000001
2023-01-27,34.0
2023-01-28,41.0
2023-01-29,51.0
2023-01-30,40.0
2023-01-31,50.0
2023-02-01,43.0
