Date,tepung
2022-01-01,0.0
2022-01-02,45.44521802858189
2022-01-03,44.58776108464639
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,52.30487358006596
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,55.73470135580799
2022-01-12,0.0
2022-01-13,35.155734701355804
2022-01-14,0.0
2022-01-15,47.16013191645291
2022-01-16,36.013191645291315
2022-01-17,36.87064858922682
2022-01-18,48.87504580432392
2022-01-19,34.2982777574203
2022-01-20,35.155734701355804
2022-01-21,32.58336386954928
2022-01-22,42.872847196775375
2022-01-23,48.017588860388415
2022-01-24,42.872847196775375
2022-01-25,44.58776108464639
2022-01-26,30.010993037742764
2022-01-27,36.013191645291315
2022-01-28,0.0
2022-01-29,43.730304140710885
2022-01-30,41.157933308904354
2022-01-31,41.157933308904354
2022-02-01,38.58556247709783
2022-02-02,30.010993037742764
2022-02-03,37.72810553316232
2022-02-04,48.87504580432392
2022-02-05,48.017588860388415
2022-02-06,54.87724441187248
2022-02-07,44.58776108464639
2022-02-08,32.58336386954928
2022-02-09,52.30487358006596
2022-02-10,0.0
2022-02-11,40.30047636496885
2022-02-12,45.44521802858189
2022-02-13,63.45181385122756
2022-02-14,36.87064858922682
2022-02-15,57.449615243679
2022-02-16,22.293880542323198
2022-02-17,44.58776108464639
2022-02-18,31.725906925613774
2022-02-19,49.73250274825943
2022-02-20,33.440820813484784
2022-02-21,28.296079149871744
2022-02-22,40.30047636496885
2022-02-23,43.730304140710885
2022-02-24,31.725906925613774
2022-02-25,26.58116526200073
2022-02-26,27.43862220593624
2022-02-27,54.019787467936965
2022-02-28,47.16013191645291
2022-03-01,41.157933308904354
2022-03-02,47.16013191645291
2022-03-03,66.88164162696957
2022-03-04,37.72810553316232
2022-03-05,40.30047636496885
2022-03-06,42.872847196775375
2022-03-07,42.01539025283987
2022-03-08,42.01539025283987
2022-03-09,30.868449981678268
2022-03-10,50.58995969219495
2022-03-11,37.72810553316232
2022-03-12,30.868449981678268
2022-03-13,41.157933308904354
2022-03-14,27.43862220593624
2022-03-15,47.16013191645291
2022-03-16,62.59435690729205
2022-03-17,60.02198607548553
2022-03-18,56.59215829974349
2022-03-19,35.155734701355804
2022-03-20,46.302674972517394
2022-03-21,40.30047636496885
2022-03-22,38.58556247709783
2022-03-23,32.58336386954928
2022-03-24,49.73250274825943
2022-03-25,38.58556247709783
2022-03-26,20.578966654452177
2022-03-27,28.296079149871744
2022-03-28,41.157933308904354
2022-03-29,21.436423598387687
2022-03-30,32.58336386954928
2022-03-31,26.58116526200073
2022-04-01,22.293880542323198
2022-04-02,63.45181385122756
2022-04-03,46.302674972517394
2022-04-04,69.4540124587761
2022-04-05,50.58995969219495
2022-04-06,33.440820813484784
2022-04-07,58.3070721876145
2022-04-08,24.008794430194207
2022-04-09,44.58776108464639
2022-04-10,43.730304140710885
2022-04-11,59.164529131550005
2022-04-12,65.16672773909856
2022-04-13,48.87504580432392
2022-04-14,47.16013191645291
2022-04-15,27.43862220593624
2022-04-16,65.16672773909856
2022-04-17,50.58995969219495
2022-04-18,43.730304140710885
2022-04-19,48.87504580432392
2022-04-20,45.44521802858189
2022-04-21,42.01539025283987
2022-04-22,51.44741663613045
2022-04-23,70.31146940271161
2022-04-24,74.59875412238915
2022-04-25,78.88603884206668
2022-04-26,67.73909857090509
2022-04-27,69.4540124587761
2022-04-28,84.88823744961523
2022-04-29,85.74569439355075
2022-04-30,54.019787467936965
2022-05-01,70.31146940271161
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,20.578966654452177
2022-05-08,30.868449981678268
2022-05-09,19.72150971051667
2022-05-10,33.440820813484784
2022-05-11,35.155734701355804
2022-05-12,31.725906925613774
2022-05-13,0.0
2022-05-14,47.16013191645291
2022-05-15,45.44521802858189
2022-05-16,36.87064858922682
2022-05-17,27.43862220593624
2022-05-18,0.0
2022-05-19,29.15353609380725
2022-05-20,63.45181385122756
2022-05-21,26.58116526200073
2022-05-22,30.868449981678268
2022-05-23,30.868449981678268
2022-05-24,34.2982777574203
2022-05-25,48.87504580432392
2022-05-26,45.44521802858189
2022-05-27,42.872847196775375
2022-05-28,24.866251374129718
2022-05-29,0.0
2022-05-30,25.723708318065224
2022-05-31,41.157933308904354
2022-06-01,57.449615243679
2022-06-02,33.440820813484784
2022-06-03,38.58556247709783
2022-06-04,55.73470135580799
2022-06-05,27.43862220593624
2022-06-06,41.157933308904354
2022-06-07,29.15353609380725
2022-06-08,56.59215829974349
2022-06-09,48.017588860388415
2022-06-10,47.16013191645291
2022-06-11,48.017588860388415
2022-06-12,30.010993037742764
2022-06-13,39.44301942103334
2022-06-14,32.58336386954928
2022-06-15,26.58116526200073
2022-06-16,43.730304140710885
2022-06-17,45.44521802858189
2022-06-18,25.723708318065224
2022-06-19,42.01539025283987
2022-06-20,37.72810553316232
2022-06-21,40.30047636496885
2022-06-22,47.16013191645291
2022-06-23,41.157933308904354
2022-06-24,53.16233052400146
2022-06-25,36.87064858922682
2022-06-26,54.87724441187248
2022-06-27,48.017588860388415
2022-06-28,21.436423598387687
2022-06-29,42.01539025283987
2022-06-30,48.87504580432392
2022-07-01,31.725906925613774
2022-07-02,34.2982777574203
2022-07-03,0.0
2022-07-04,31.003591507782183
2022-07-05,41.53311315193462
2022-07-06,28.66369780908164
2022-07-07,30.418618083107045
2022-07-08,54.4025284947876
2022-07-09,43.28803342596002
2022-07-10,23.98391041168055
2022-07-11,0.0
2022-07-12,29.248671233756777
2022-07-13,22.228990137655146
2022-07-14,43.87300685063516
2022-07-15,49.72274109738652
2022-07-16,35.68337890518327
2022-07-17,52.06263479608705
2022-07-18,26.908777535056235
2022-07-19,20.47406986362974
2022-07-20,31.003591507782183
2022-07-21,26.908777535056235
2022-07-22,28.66369780908164
2022-07-23,30.418618083107045
2022-07-24,26.908777535056235
2022-07-25,25.738830685705963
2022-07-26,35.09840548050813
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,21.05904328830488
2022-07-30,30.418618083107045
2022-07-31,32.17353835713245
2022-08-01,29.248671233756777
2022-08-02,40.36316630258435
2022-08-03,39.77819287790921
2022-08-04,45.627927124660566
2022-08-05,40.94813972725948
2022-08-06,23.398936987005424
2022-08-07,39.77819287790921
2022-08-08,25.738830685705963
