Date,tepung
2022-01-01,36.00000000000001
2022-01-02,39.0
2022-01-03,51.0
2022-01-04,39.0
2022-01-05,0.0
2022-01-06,58.99999999999999
2022-01-07,66.0
2022-01-08,43.99999999999999
2022-01-09,0.0
2022-01-10,43.99999999999999
2022-01-11,51.0
2022-01-12,67.0
2022-01-13,38.0
2022-01-14,66.0
2022-01-15,45.0
2022-01-16,53.00000000000001
2022-01-17,39.99999999999999
2022-01-18,62.99999999999999
2022-01-19,53.00000000000001
2022-01-20,48.99999999999999
2022-01-21,53.00000000000001
2022-01-22,53.00000000000001
2022-01-23,77.0
2022-01-24,65.0
2022-01-25,55.0
2022-01-26,55.0
2022-01-27,52.0
2022-01-28,67.99999999999999
2022-01-29,42.0
2022-01-30,48.99999999999999
2022-01-31,46.0
2022-02-01,62.99999999999999
2022-02-02,46.0
2022-02-03,55.0
2022-02-04,48.99999999999999
2022-02-05,43.0
2022-02-06,47.0
2022-02-07,30.0
2022-02-08,56.99999999999999
2022-02-09,62.99999999999999
2022-02-10,50.0
2022-02-11,46.0
2022-02-12,38.0
2022-02-13,42.0
2022-02-14,39.0
2022-02-15,45.0
2022-02-16,43.99999999999999
2022-02-17,51.0
2022-02-18,59.99999999999999
2022-02-19,64.0
2022-02-20,58.99999999999999
2022-02-21,82.0
2022-02-22,52.0
2022-02-23,52.0
2022-02-24,58.0
2022-02-25,67.99999999999999
2022-02-26,61.0
2022-02-27,84.0
2022-02-28,42.0
2022-03-01,59.99999999999999
2022-03-02,65.0
2022-03-03,77.0
2022-03-04,62.00000000000001
2022-03-05,46.0
2022-03-06,50.0
2022-03-07,55.99999999999999
2022-03-08,55.0
2022-03-09,52.0
2022-03-10,46.0
2022-03-11,35.0
2022-03-12,56.99999999999999
2022-03-13,43.0
2022-03-14,43.0
2022-03-15,61.0
2022-03-16,45.0
2022-03-17,79.99999999999999
2022-03-18,98.0
2022-03-19,59.99999999999999
2022-03-20,50.0
2022-03-21,61.0
2022-03-22,69.0
2022-03-23,55.0
2022-03-24,66.0
2022-03-25,71.0
2022-03-26,67.99999999999999
2022-03-27,58.0
2022-03-28,53.00000000000001
2022-03-29,74.0
2022-03-30,48.99999999999999
2022-03-31,58.0
2022-04-01,39.99999999999999
2022-04-02,73.0
2022-04-03,100.0
2022-04-04,74.0
2022-04-05,92.0
2022-04-06,58.99999999999999
2022-04-07,67.99999999999999
2022-04-08,62.00000000000001
2022-04-09,71.0
2022-04-10,93.0
2022-04-11,65.0
2022-04-12,50.0
2022-04-13,45.0
2022-04-14,55.0
2022-04-15,58.0
2022-04-16,62.99999999999999
2022-04-17,65.0
2022-04-18,67.0
2022-04-19,69.0
2022-04-20,71.0
2022-04-21,77.0
2022-04-22,78.0
2022-04-23,75.0
2022-04-24,87.99999999999999
2022-04-25,95.0
2022-04-26,83.0
2022-04-27,79.0
2022-04-28,81.0
2022-04-29,64.0
2022-04-30,55.0
2022-05-01,30.0
2022-05-02,0.0
2022-05-03,27.0
2022-05-04,0.0
2022-05-05,25.0
2022-05-06,47.0
2022-05-07,35.0
2022-05-08,36.00000000000001
2022-05-09,38.0
2022-05-10,33.99999999999999
2022-05-11,38.0
2022-05-12,47.0
2022-05-13,65.0
2022-05-14,47.0
2022-05-15,48.0
2022-05-16,45.0
2022-05-17,48.0
2022-05-18,67.0
2022-05-19,64.0
2022-05-20,48.0
2022-05-21,48.99999999999999
2022-05-22,46.0
2022-05-23,36.00000000000001
2022-05-24,76.0
2022-05-25,46.0
2022-05-26,56.99999999999999
2022-05-27,50.0
2022-05-28,52.0
