Date,bawang putih
2022-01-01,33.0
2022-01-02,31.000000000000004
2022-01-03,40.0
2022-01-04,37.0
2022-01-05,51.0
2022-01-06,32.0
2022-01-07,35.0
2022-01-08,33.0
2022-01-09,47.99999999999999
2022-01-10,30.0
2022-01-11,42.99999999999999
2022-01-12,42.0
2022-01-13,0.0
2022-01-14,49.0
2022-01-15,27.0
2022-01-16,54.0
2022-01-17,32.0
2022-01-18,36.0
2022-01-19,27.0
2022-01-20,38.0
2022-01-21,36.0
2022-01-22,38.0
2022-01-23,42.99999999999999
2022-01-24,53.00000000000001
2022-01-25,42.0
2022-01-26,55.0
2022-01-27,72.0
2022-01-28,44.0
2022-01-29,47.99999999999999
2022-01-30,26.0
2022-01-31,40.0
2022-02-01,41.0
2022-02-02,44.0
2022-02-03,47.99999999999999
2022-02-04,44.0
2022-02-05,51.0
2022-02-06,52.0
2022-02-07,47.99999999999999
2022-02-08,42.99999999999999
2022-02-09,56.0
2022-02-10,46.0
2022-02-11,60.0
2022-02-12,41.0
2022-02-13,47.99999999999999
2022-02-14,46.0
2022-02-15,59.0
2022-02-16,40.0
2022-02-17,41.0
2022-02-18,50.0
2022-02-19,50.0
2022-02-20,51.0
2022-02-21,47.0
2022-02-22,51.0
2022-02-23,44.0
2022-02-24,55.0
2022-02-25,62.99999999999999
2022-02-26,53.00000000000001
2022-02-27,56.0
2022-02-28,66.0
2022-03-01,47.99999999999999
2022-03-02,39.0
2022-03-03,55.0
2022-03-04,53.00000000000001
2022-03-05,29.0
2022-03-06,58.0
2022-03-07,44.0
2022-03-08,56.0
2022-03-09,47.0
2022-03-10,47.99999999999999
2022-03-11,42.0
2022-03-12,55.0
2022-03-13,65.0
2022-03-14,56.0
2022-03-15,39.0
2022-03-16,47.99999999999999
2022-03-17,46.0
2022-03-18,60.0
2022-03-19,30.0
2022-03-20,56.99999999999999
2022-03-21,47.0
2022-03-22,100.0
2022-03-23,34.0
2022-03-24,42.0
2022-03-25,41.0
2022-03-26,35.0
2022-03-27,42.0
2022-03-28,58.0
2022-03-29,62.00000000000001
2022-03-30,39.0
2022-03-31,51.0
2022-04-01,42.99999999999999
2022-04-02,37.0
2022-04-03,54.0
2022-04-04,37.0
2022-04-05,39.0
2022-04-06,40.0
2022-04-07,29.0
2022-04-08,34.0
2022-04-09,37.0
2022-04-10,44.0
2022-04-11,40.0
2022-04-12,45.0
2022-04-13,16.0
2022-04-14,39.0
2022-04-15,28.0
2022-04-16,26.0
2022-04-17,30.0
2022-04-18,37.0
2022-04-19,32.0
2022-04-20,40.0
2022-04-21,49.0
2022-04-22,32.0
2022-04-23,28.0
2022-04-24,28.0
2022-04-25,33.0
2022-04-26,33.0
2022-04-27,34.0
2022-04-28,28.0
2022-04-29,0.0
2022-04-30,29.0
2022-05-01,27.0
2022-05-02,38.0
2022-05-03,33.0
2022-05-04,32.0
2022-05-05,54.0
2022-05-06,33.0
2022-05-07,49.0
2022-05-08,42.0
2022-05-09,38.0
2022-05-10,17.0
2022-05-11,33.0
2022-05-12,35.0
2022-05-13,18.0
2022-05-14,47.0
2022-05-15,39.0
2022-05-16,30.0
2022-05-17,41.0
2022-05-18,46.0
2022-05-19,29.0
2022-05-20,32.0
2022-05-21,36.0
2022-05-22,47.99999999999999
2022-05-23,34.0
2022-05-24,30.0
2022-05-25,33.0
2022-05-26,38.0
2022-05-27,36.0
2022-05-28,40.0
2022-05-29,42.99999999999999
2022-05-30,50.0
2022-05-31,36.0
2022-06-01,46.0
2022-06-02,41.0
2022-06-03,41.0
2022-06-04,47.0
2022-06-05,0.0
2022-06-06,38.0
2022-06-07,29.0
2022-06-08,56.99999999999999
2022-06-09,52.0
2022-06-10,46.0
2022-06-11,33.0
2022-06-12,65.0
2022-06-13,42.0
2022-06-14,34.0
2022-06-15,47.99999999999999
2022-06-16,40.0
2022-06-17,34.0
2022-06-18,37.0
2022-06-19,35.0
2022-06-20,31.000000000000004
2022-06-21,38.0
2022-06-22,42.0
2022-06-23,40.0
2022-06-24,32.0
2022-06-25,41.0
2022-06-26,39.0
2022-06-27,27.0
2022-06-28,44.0
2022-06-29,31.000000000000004
2022-06-30,26.0
2022-07-01,23.0
2022-07-02,42.99999999999999
2022-07-03,28.739122704336648
2022-07-04,46.262978011859
2022-07-05,32.24389376584111
2022-07-06,43.45916116265541
2022-07-07,29.440076916637537
2022-07-08,39.95439010115095
2022-07-09,35.74866482734558
2022-07-10,50.468703285664354
2022-07-11,31.54293955354022
2022-07-12,39.95439010115095
2022-07-13,25.93530585513307
2022-07-14,34.34675640274379
2022-07-15,25.93530585513307
2022-07-16,37.15057325194737
2022-07-17,31.54293955354022
2022-07-18,42.05725273805362
2022-07-19,44.16011537495629
2022-07-20,35.74866482734558
2022-07-21,39.25343588885005
2022-07-22,43.45916116265541
2022-07-23,37.15057325194737
2022-07-24,49.06679486106256
2022-07-25,56.77729119637239
2022-07-26,39.95439010115095
2022-07-27,52.57156592256703
2022-07-28,46.262978011859
2022-07-29,29.440076916637537
2022-07-30,24.53339743053128
2022-07-31,42.75820695035453
2022-08-01,40.65534431345184
2022-08-02,45.5620237995581
2022-08-03,41.35629852575273
2022-08-04,39.25343588885005
2022-08-05,28.739122704336648
2022-08-06,37.85152746424826
2022-08-07,33.6458021904429
2022-08-08,48.36584064876167
2022-08-09,51.87061171026614
2022-08-10,36.44961903964647
2022-08-11,47.664886436460776
2022-08-12,51.16965749796525
2022-08-13,44.16011537495629
