Date,bawang putih
2022-01-01,65.0
2022-01-02,61.00000000000001
2022-01-03,71.00000000000001
2022-01-04,72.0
2022-01-05,70.0
2022-01-06,66.0
2022-01-07,62.0
2022-01-08,67.0
2022-01-09,73.0
2022-01-10,73.99999999999999
2022-01-11,79.0
2022-01-12,84.0
2022-01-13,81.0
2022-01-14,76.0
2022-01-15,76.0
2022-01-16,84.0
2022-01-17,73.99999999999999
2022-01-18,79.0
2022-01-19,72.0
2022-01-20,72.0
2022-01-21,71.00000000000001
2022-01-22,86.0
2022-01-23,95.0
2022-01-24,90.0
2022-01-25,82.0
2022-01-26,73.99999999999999
2022-01-27,78.00000000000001
2022-01-28,83.0
2022-01-29,80.0
2022-01-30,87.0
2022-01-31,77.0
2022-02-01,77.0
2022-02-02,75.0
2022-02-03,77.0
2022-02-04,84.99999999999999
2022-02-05,86.0
2022-02-06,93.0
2022-02-07,88.0
2022-02-08,82.0
2022-02-09,94.0
2022-02-10,80.0
2022-02-11,100.0
2022-02-12,90.0
2022-02-13,98.0
2022-02-14,81.0
2022-02-15,90.0
2022-02-16,91.0
2022-02-17,88.0
2022-02-18,84.99999999999999
2022-02-19,84.0
2022-02-20,82.0
2022-02-21,90.0
2022-02-22,84.0
2022-02-23,86.0
2022-02-24,83.0
2022-02-25,84.0
2022-02-26,77.0
2022-02-27,81.0
2022-02-28,95.0
2022-03-01,81.0
2022-03-02,84.0
2022-03-03,90.0
2022-03-04,78.00000000000001
2022-03-05,71.00000000000001
2022-03-06,94.0
2022-03-07,81.0
2022-03-08,84.0
2022-03-09,79.0
2022-03-10,90.0
2022-03-11,84.99999999999999
2022-03-12,88.0
2022-03-13,84.0
2022-03-14,78.00000000000001
2022-03-15,64.0
2022-03-16,80.0
2022-03-17,82.0
2022-03-18,80.0
2022-03-19,69.0
2022-03-20,75.0
2022-03-21,94.0
2022-03-22,94.0
2022-03-23,84.99999999999999
2022-03-24,84.0
2022-03-25,82.0
2022-03-26,70.0
2022-03-27,81.0
2022-03-28,82.0
2022-03-29,83.0
2022-03-30,80.0
2022-03-31,73.0
2022-04-01,67.0
2022-04-02,62.0
2022-04-03,73.0
2022-04-04,71.00000000000001
2022-04-05,71.00000000000001
2022-04-06,69.0
2022-04-07,72.0
2022-04-08,70.0
2022-04-09,69.0
2022-04-10,72.0
2022-04-11,73.0
2022-04-12,64.0
2022-04-13,68.0
2022-04-14,63.0
2022-04-15,62.0
2022-04-16,67.0
2022-04-17,69.0
2022-04-18,67.0
2022-04-19,70.0
2022-04-20,66.0
2022-04-21,70.0
2022-04-22,69.0
2022-04-23,67.0
2022-04-24,63.0
2022-04-25,67.0
2022-04-26,65.0
2022-04-27,56.99999999999999
2022-04-28,61.00000000000001
2022-04-29,61.00000000000001
2022-04-30,63.0
2022-05-01,47.0
2022-05-02,54.0
2022-05-03,59.0
2022-05-04,55.99999999999999
2022-05-05,59.0
2022-05-06,55.99999999999999
2022-05-07,66.0
2022-05-08,69.0
2022-05-09,66.0
2022-05-10,67.0
2022-05-11,70.0
2022-05-12,71.00000000000001
2022-05-13,70.0
2022-05-14,62.0
2022-05-15,62.0
2022-05-16,67.0
2022-05-17,75.0
2022-05-18,81.0
2022-05-19,75.0
2022-05-20,71.00000000000001
2022-05-21,73.99999999999999
2022-05-22,75.0
2022-05-23,75.0
2022-05-24,73.99999999999999
2022-05-25,69.0
2022-05-26,71.00000000000001
2022-05-27,70.0
2022-05-28,70.0
2022-05-29,73.0
2022-05-30,77.0
2022-05-31,72.0
2022-06-01,70.0
2022-06-02,67.0
2022-06-03,76.0
2022-06-04,73.0
2022-06-05,62.0
2022-06-06,72.0
2022-06-07,66.0
2022-06-08,68.0
2022-06-09,81.0
2022-06-10,76.0
2022-06-11,69.0
2022-06-12,79.0
2022-06-13,75.0
2022-06-14,73.0
2022-06-15,76.0
2022-06-16,66.0
2022-06-17,68.0
2022-06-18,65.0
2022-06-19,78.00000000000001
2022-06-20,80.0
2022-06-21,71.00000000000001
2022-06-22,71.00000000000001
2022-06-23,62.0
2022-06-24,69.0
2022-06-25,77.0
2022-06-26,77.0
2022-06-27,68.0
2022-06-28,73.99999999999999
2022-06-29,63.0
2022-06-30,66.0
2022-07-01,61.00000000000001
2022-07-02,65.0
