Date,bawang putih
2022-01-01,47.056034345935295
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,45.24618687109164
2022-01-07,0.0
2022-01-08,44.3412631336698
2022-01-09,70.58405151890295
2022-01-10,76.01359394343396
2022-01-11,0.0
2022-01-12,59.72496666984097
2022-01-13,57.91511919499729
2022-01-14,45.24618687109164
2022-01-15,0.0
2022-01-16,66.96435656921562
2022-01-17,53.39050050788813
2022-01-18,38.00679697171698
2022-01-19,0.0
2022-01-20,40.72156818398248
2022-01-21,60.62989040726279
2022-01-22,44.3412631336698
2022-01-23,59.72496666984097
2022-01-24,35.29202575945148
2022-01-25,43.43633939624797
2022-01-26,48.86588182077898
2022-01-27,43.43633939624797
2022-01-28,54.29542424530997
2022-01-29,48.86588182077898
2022-01-30,59.72496666984097
2022-01-31,60.62989040726279
2022-02-01,50.67572929562263
2022-02-02,58.82004293241913
2022-02-03,48.86588182077898
2022-02-04,49.7708055582008
2022-02-05,55.20034798273179
2022-02-06,63.34466161952829
2022-02-07,56.10527172015363
2022-02-08,48.86588182077898
2022-02-09,57.01019545757546
2022-02-10,60.62989040726279
2022-02-11,58.82004293241913
2022-02-12,65.15450909437196
2022-02-13,64.24958535695012
2022-02-14,59.72496666984097
2022-02-15,54.29542424530997
2022-02-16,44.3412631336698
2022-02-17,57.01019545757546
2022-02-18,82.34806010538678
2022-02-19,39.81664444656064
2022-02-20,83.25298384280863
2022-02-21,77.82344141827761
2022-02-22,57.91511919499729
2022-02-23,53.39050050788813
2022-02-24,45.24618687109164
2022-02-25,59.72496666984097
2022-02-26,29.862483334920483
2022-02-27,41.62649192140432
2022-02-28,56.10527172015363
2022-03-01,63.34466161952829
2022-03-02,38.911720709138805
2022-03-03,59.72496666984097
2022-03-04,60.62989040726279
2022-03-05,46.15111060851347
2022-03-06,52.485576770466295
2022-03-07,40.72156818398248
2022-03-08,30.767407072342312
2022-03-09,35.29202575945148
2022-03-10,60.62989040726279
2022-03-11,62.43973788210646
2022-03-12,37.10187323429514
2022-03-13,44.3412631336698
2022-03-14,47.056034345935295
2022-03-15,45.24618687109164
2022-03-16,41.62649192140432
2022-03-17,90.49237374218328
2022-03-18,49.7708055582008
2022-03-19,26.242788385233148
2022-03-20,47.056034345935295
2022-03-21,48.86588182077898
2022-03-22,46.15111060851347
2022-03-23,38.911720709138805
2022-03-24,57.91511919499729
2022-03-25,52.485576770466295
2022-03-26,46.15111060851347
2022-03-27,29.862483334920483
2022-03-28,54.29542424530997
2022-03-29,43.43633939624797
2022-03-30,43.43633939624797
2022-03-31,67.86928030663746
2022-04-01,0.0
2022-04-02,37.10187323429514
2022-04-03,47.960958083357134
2022-04-04,45.24618687109164
2022-04-05,33.48217828460781
2022-04-06,58.82004293241913
2022-04-07,61.534814144684624
2022-04-08,61.534814144684624
2022-04-09,38.00679697171698
2022-04-10,39.81664444656064
2022-04-11,33.48217828460781
2022-04-12,34.387102022029644
2022-04-13,51.58065303304447
2022-04-14,0.0
2022-04-15,45.24618687109164
2022-04-16,38.911720709138805
2022-04-17,28.052635860076816
2022-04-18,52.485576770466295
2022-04-19,44.3412631336698
2022-04-20,28.052635860076816
2022-04-21,45.24618687109164
2022-04-22,31.672330809764144
2022-04-23,0.0
2022-04-24,38.911720709138805
2022-04-25,47.056034345935295
2022-04-26,45.24618687109164
2022-04-27,38.00679697171698
2022-04-28,39.81664444656064
2022-04-29,0.0
2022-04-30,35.29202575945148
2022-05-01,0.0
2022-05-02,41.62649192140432
2022-05-03,37.10187323429514
2022-05-04,36.19694949687331
2022-05-05,42.53141565882613
2022-05-06,0.0
2022-05-07,49.7708055582008
2022-05-08,49.7708055582008
2022-05-09,42.53141565882613
2022-05-10,28.052635860076816
2022-05-11,28.957559597498644
2022-05-12,40.72156818398248
2022-05-13,38.911720709138805
2022-05-14,0.0
2022-05-15,39.81664444656064
2022-05-16,33.48217828460781
2022-05-17,45.24618687109164
2022-05-18,38.911720709138805
2022-05-19,42.53141565882613
2022-05-20,57.01019545757546
2022-05-21,38.911720709138805
2022-05-22,56.10527172015363
2022-05-23,57.91511919499729
2022-05-24,36.19694949687331
2022-05-25,50.67572929562263
2022-05-26,40.72156818398248
2022-05-27,57.91511919499729
2022-05-28,0.0
2022-05-29,39.81664444656064
2022-05-30,69.67912778148113
2022-05-31,51.58065303304447
2022-06-01,40.72156818398248
2022-06-02,38.00679697171698
2022-06-03,38.911720709138805
2022-06-04,57.91511919499729
2022-06-05,43.43633939624797
2022-06-06,40.72156818398248
2022-06-07,26.242788385233148
2022-06-08,42.53141565882613
2022-06-09,73.29882273116846
2022-06-10,53.39050050788813
2022-06-11,62.43973788210646
2022-06-12,65.15450909437196
2022-06-13,0.0
2022-06-14,34.387102022029644
2022-06-15,40.72156818398248
2022-06-16,32.57725454718598
2022-06-17,49.7708055582008
2022-06-18,36.19694949687331
2022-06-19,29.862483334920483
2022-06-20,59.72496666984097
2022-06-21,28.052635860076816
2022-06-22,36.19694949687331
2022-06-23,40.72156818398248
2022-06-24,29.862483334920483
2022-06-25,68.77420404405929
2022-06-26,59.72496666984097
2022-06-27,57.91511919499729
2022-06-28,70.58405151890295
2022-06-29,39.81664444656064
2022-06-30,28.957559597498644
2022-07-01,33.48217828460781
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,50.55135428923859
2022-07-06,61.11432384221381
2022-07-07,39.98838473626336
2022-07-08,0.0
2022-07-09,49.04235863881356
2022-07-10,43.76087386232594
2022-07-11,45.26986951275097
2022-07-12,29.42541518328813
2022-07-13,33.95240213456323
