Date,daging sapi
2022-01-01,2.897384305835009
2022-01-02,2.354124748490945
2022-01-03,2.354124748490945
2022-01-04,2.535211267605633
2022-01-05,2.173038229376257
2022-01-06,1.9919517102615687
2022-01-07,2.354124748490945
2022-01-08,2.354124748490945
2022-01-09,2.354124748490945
2022-01-10,2.354124748490945
2022-01-11,2.354124748490945
2022-01-12,2.173038229376257
2022-01-13,2.173038229376257
2022-01-14,1.9919517102615687
2022-01-15,1.9919517102615687
2022-01-16,1.9919517102615687
2022-01-17,1.9919517102615687
2022-01-18,2.354124748490945
2022-01-19,1.9919517102615687
2022-01-20,2.173038229376257
2022-01-21,1.8108651911468805
2022-01-22,2.354124748490945
2022-01-23,2.173038229376257
2022-01-24,2.354124748490945
2022-01-25,2.173038229376257
2022-01-26,2.354124748490945
2022-01-27,1.9919517102615687
2022-01-28,2.173038229376257
2022-01-29,2.173038229376257
2022-01-30,2.173038229376257
2022-01-31,2.173038229376257
2022-02-01,2.354124748490945
2022-02-02,1.9919517102615687
2022-02-03,2.173038229376257
2022-02-04,1.9919517102615687
2022-02-05,2.354124748490945
2022-02-06,2.354124748490945
2022-02-07,2.173038229376257
2022-02-08,2.535211267605633
2022-02-09,2.716297786720321
2022-02-10,1.9919517102615687
2022-02-11,2.535211267605633
2022-02-12,2.173038229376257
2022-02-13,1.9919517102615687
2022-02-14,2.354124748490945
2022-02-15,2.716297786720321
2022-02-16,2.354124748490945
2022-02-17,2.535211267605633
2022-02-18,2.716297786720321
2022-02-19,2.354124748490945
2022-02-20,2.354124748490945
2022-02-21,2.897384305835009
2022-02-22,2.716297786720321
2022-02-23,2.535211267605633
2022-02-24,2.897384305835009
2022-02-25,3.0784708249496977
2022-02-26,2.897384305835009
2022-02-27,2.354124748490945
2022-02-28,2.716297786720321
2022-03-01,2.716297786720321
2022-03-02,2.897384305835009
2022-03-03,2.716297786720321
2022-03-04,2.897384305835009
2022-03-05,2.716297786720321
2022-03-06,2.354124748490945
2022-03-07,3.259557344064385
2022-03-08,3.0784708249496977
2022-03-09,2.716297786720321
2022-03-10,3.259557344064385
2022-03-11,2.716297786720321
2022-03-12,2.897384305835009
2022-03-13,2.535211267605633
2022-03-14,3.0784708249496977
2022-03-15,2.716297786720321
2022-03-16,2.535211267605633
2022-03-17,3.0784708249496977
2022-03-18,3.0784708249496977
2022-03-19,3.0784708249496977
2022-03-20,2.173038229376257
2022-03-21,2.716297786720321
2022-03-22,2.716297786720321
2022-03-23,2.535211267605633
2022-03-24,2.716297786720321
2022-03-25,2.716297786720321
2022-03-26,3.0784708249496977
2022-03-27,2.535211267605633
2022-03-28,3.0784708249496977
2022-03-29,2.897384305835009
2022-03-30,3.621730382293761
2022-03-31,5.432595573440642
2022-04-01,6.881287726358147
2022-04-02,9.054325955734404
2022-04-03,5.613682092555331
2022-04-04,3.80281690140845
2022-04-05,3.80281690140845
2022-04-06,3.4406438631790737
2022-04-07,3.4406438631790737
2022-04-08,3.4406438631790737
2022-04-09,3.259557344064385
2022-04-10,3.0784708249496977
2022-04-11,3.259557344064385
2022-04-12,3.259557344064385
2022-04-13,3.0784708249496977
2022-04-14,3.0784708249496977
2022-04-15,3.259557344064385
2022-04-16,3.4406438631790737
2022-04-17,3.4406438631790737
2022-04-18,3.4406438631790737
2022-04-19,3.4406438631790737
2022-04-20,3.0784708249496977
2022-04-21,3.621730382293761
2022-04-22,3.621730382293761
2022-04-23,3.80281690140845
2022-04-24,3.80281690140845
2022-04-25,3.9839034205231374
2022-04-26,3.80281690140845
2022-04-27,4.527162977867202
2022-04-28,5.070422535211267
2022-04-29,7.786720321931588
2022-04-30,13.581488933601609
2022-05-01,18.108651911468808
2022-05-02,3.80281690140845
2022-05-03,3.4406438631790737
2022-05-04,3.4406438631790737
2022-05-05,2.897384305835009
2022-05-06,2.897384305835009
2022-05-07,2.716297786720321
2022-05-08,2.535211267605633
2022-05-09,2.354124748490945
2022-05-10,2.354124748490945
2022-05-11,2.535211267605633
2022-05-12,2.354124748490945
2022-05-13,2.716297786720321
2022-05-14,2.354124748490945
2022-05-15,2.354124748490945
2022-05-16,2.535211267605633
2022-05-17,2.354124748490945
2022-05-18,2.173038229376257
2022-05-19,2.354124748490945
2022-05-20,2.173038229376257
2022-05-21,3.4406438631790737
2022-05-22,2.173038229376257
2022-05-23,2.716297786720321
2022-05-24,2.173038229376257
2022-05-25,1.8108651911468805
2022-05-26,2.535211267605633
2022-05-27,1.9919517102615687
2022-05-28,1.9919517102615687
2022-05-29,1.9919517102615687
2022-05-30,1.9919517102615687
2022-05-31,1.9919517102615687
2022-06-01,1.9919517102615687
2022-06-02,1.9919517102615687
2022-06-03,1.9919517102615687
2022-06-04,2.173038229376257
2022-06-05,2.535211267605633
2022-06-06,2.173038229376257
2022-06-07,2.354124748490945
2022-06-08,1.9919517102615687
2022-06-09,2.354124748490945
2022-06-10,1.9919517102615687
2022-06-11,2.173038229376257
2022-06-12,1.8108651911468805
2022-06-13,2.173038229376257
2022-06-14,1.8108651911468805
2022-06-15,1.9919517102615687
2022-06-16,1.9919517102615687
2022-06-17,1.9919517102615687
2022-06-18,1.9919517102615687
2022-06-19,1.9919517102615687
2022-06-20,1.8108651911468805
2022-06-21,1.6297786720321925
2022-06-22,1.8108651911468805
2022-06-23,1.9919517102615687
2022-06-24,1.6297786720321925
2022-06-25,1.8108651911468805
2022-06-26,2.173038229376257
2022-06-27,1.9919517102615687
2022-06-28,1.9919517102615687
2022-06-29,1.6297786720321925
2022-06-30,1.9919517102615687
2022-07-01,1.9919517102615687
2022-07-02,2.173038229376257
2022-07-03,2.4684951816160114
2022-07-04,2.4684951816160114
2022-07-05,2.4684951816160114
2022-07-06,2.4684951816160114
2022-07-07,3.2913269088213486
2022-07-08,5.7598220904373605
2022-07-09,17.27946627131208
2022-07-10,82.28317272053371
2022-07-11,55.95255744996293
2022-07-12,34.55893254262416
2022-07-13,24.68495181616011
2022-07-14,17.27946627131208
2022-07-15,14.81097108969607
2022-07-16,15.633802816901406
2022-07-17,12.342475908080054
2022-07-18,9.051148999258707
2022-07-19,8.228317272053372
2022-07-20,7.405485544848035
2022-07-21,6.582653817642697
2022-07-22,6.582653817642697
2022-07-23,6.582653817642697
2022-07-24,6.582653817642697
2022-07-25,4.114158636026686
2022-07-26,4.114158636026686
2022-07-27,4.114158636026686
2022-07-28,4.114158636026686
2022-07-29,4.114158636026686
2022-07-30,4.936990363232023
2022-07-31,4.114158636026686
2022-08-01,3.2913269088213486
2022-08-02,3.2913269088213486
2022-08-03,3.2913269088213486
2022-08-04,2.4684951816160114
2022-08-05,2.4684951816160114
2022-08-06,3.2913269088213486
2022-08-07,3.2913269088213486
2022-08-08,3.2913269088213486
2022-08-09,2.4684951816160114
2022-08-10,2.4684951816160114
2022-08-11,2.4684951816160114
2022-08-12,2.4684951816160114
2022-08-13,2.4684951816160114
2022-08-14,3.2913269088213486
2022-08-15,2.4684951816160114
2022-08-16,2.4684951816160114
2022-08-17,2.4684951816160114
2022-08-18,2.4684951816160114
2022-08-19,2.4684951816160114
2022-08-20,2.4684951816160114
2022-08-21,2.4684951816160114
2022-08-22,2.4684951816160114
2022-08-23,2.4684951816160114
2022-08-24,2.4684951816160114
2022-08-25,2.4684951816160114
2022-08-26,2.4684951816160114
2022-08-27,2.4684951816160114
2022-08-28,2.4684951816160114
2022-08-29,2.4684951816160114
2022-08-30,2.4684951816160114
2022-08-31,2.4684951816160114
2022-09-01,2.4684951816160114
2022-09-02,2.4684951816160114
2022-09-03,2.4684951816160114
2022-09-04,2.4684951816160114
2022-09-05,2.4684951816160114
2022-09-06,1.6456634544106743
2022-09-07,1.6456634544106743
2022-09-08,2.4684951816160114
2022-09-09,1.6456634544106743
2022-09-10,2.4684951816160114
2022-09-11,2.4684951816160114
2022-09-12,1.6456634544106743
2022-09-13,1.6456634544106743
2022-09-14,1.6456634544106743
2022-09-15,2.4684951816160114
2022-09-16,1.6456634544106743
2022-09-17,2.4684951816160114
2022-09-18,2.4684951816160114
2022-09-19,2.4684951816160114
2022-09-20,1.6456634544106743
2022-09-21,1.6456634544106743
2022-09-22,2.4684951816160114
2022-09-23,2.4684951816160114
2022-09-24,1.6456634544106743
2022-09-25,2.4684951816160114
2022-09-26,1.6456634544106743
2022-09-27,1.6456634544106743
2022-09-28,2.4684951816160114
2022-09-29,2.4684951816160114
2022-09-30,1.6456634544106743
2022-10-01,1.6456634544106743
2022-10-02,1.6456634544106743
2022-10-03,1.6456634544106743
2022-10-04,2.4684951816160114
2022-10-05,1.6456634544106743
2022-10-06,2.4684951816160114
2022-10-07,2.4684951816160114
2022-10-08,2.4684951816160114
2022-10-09,1.6456634544106743
2022-10-10,2.4684951816160114
2022-10-11,1.6456634544106743
2022-10-12,2.4684951816160114
2022-10-13,2.4684951816160114
2022-10-14,2.4684951816160114
2022-10-15,2.4684951816160114
2022-10-16,1.6456634544106743
2022-10-17,2.4684951816160114
2022-10-18,2.4684951816160114
2022-10-19,2.4684951816160114
2022-10-20,2.4684951816160114
2022-10-21,2.4684951816160114
2022-10-22,1.6456634544106743
2022-10-23,2.4684951816160114
2022-10-24,1.6456634544106743
2022-10-25,1.6456634544106743
2022-10-26,1.6456634544106743
2022-10-27,2.4684951816160114
2022-10-28,1.6456634544106743
2022-10-29,2.4684951816160114
2022-10-30,1.6456634544106743
2022-10-31,2.4684951816160114
2022-11-01,2.4684951816160114
2022-11-02,2.4684951816160114
2022-11-03,2.4684951816160114
2022-11-04,2.4684951816160114
2022-11-05,1.6456634544106743
2022-11-06,2.4684951816160114
2022-11-07,2.4684951816160114
2022-11-08,2.4684951816160114
2022-11-09,2.4684951816160114
2022-11-10,2.4684951816160114
2022-11-11,1.6456634544106743
2022-11-12,1.6456634544106743
2022-11-13,2.4684951816160114
2022-11-14,2.4684951816160114
2022-11-15,2.4684951816160114
