Date,beras
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,41.68042967438739
2022-01-04,0.0
2022-01-05,41.68042967438739
2022-01-06,0.0
2022-01-07,55.290365894595496
2022-01-08,42.53105068815039
2022-01-09,44.2322927156764
2022-01-10,33.1742195367573
2022-01-11,47.63477677072844
2022-01-12,52.73850285330648
2022-01-13,44.2322927156764
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,46.78415575696542
2022-01-17,0.0
2022-01-18,62.09533400469956
2022-01-19,31.472977509231285
2022-01-20,45.08291372943941
2022-01-21,33.1742195367573
2022-01-22,38.27794561933535
2022-01-23,57.84222893588452
2022-01-24,38.27794561933535
2022-01-25,54.43974488083249
2022-01-26,45.08291372943941
2022-01-27,43.38167170191339
2022-01-28,48.48539778449144
2022-01-29,51.037260825780464
2022-01-30,0.0
2022-01-31,39.12856663309835
2022-02-01,42.53105068815039
2022-02-02,37.42732460557234
2022-02-03,51.88788183954347
2022-02-04,38.27794561933535
2022-02-05,79.10775427995972
2022-02-06,39.97918764686137
2022-02-07,42.53105068815039
2022-02-08,45.08291372943941
2022-02-09,32.323598522994295
2022-02-10,46.78415575696542
2022-02-11,45.08291372943941
2022-02-12,56.14098690835852
2022-02-13,27.21987244041625
2022-02-14,34.02484055052031
2022-02-15,85.06210137630077
2022-02-16,55.290365894595496
2022-02-17,71.45216515609265
2022-02-18,77.4065122524337
2022-02-19,46.78415575696542
2022-02-20,54.43974488083249
2022-02-21,74.85464921114468
2022-02-22,78.2571332661967
2022-02-23,62.09533400469956
2022-02-24,62.09533400469956
2022-02-25,51.037260825780464
2022-02-26,74.00402819738167
2022-02-27,29.771735481705274
2022-02-28,41.68042967438739
2022-03-01,53.589123867069496
2022-03-02,70.60154414232964
2022-03-03,56.14098690835852
2022-03-04,31.472977509231285
2022-03-05,34.87546156428332
2022-03-06,63.79657603222557
2022-03-07,70.60154414232964
2022-03-08,69.75092312856664
2022-03-09,72.30278616985565
2022-03-10,61.24471299093656
2022-03-11,66.3484390735146
2022-03-12,69.75092312856664
2022-03-13,46.78415575696542
2022-03-14,45.933534743202415
2022-03-15,76.5558912386707
2022-03-16,59.54347096341055
2022-03-17,61.24471299093656
2022-03-18,63.79657603222557
2022-03-19,68.90030211480362
2022-03-20,34.02484055052031
2022-03-21,60.394091977173545
2022-03-22,39.97918764686137
2022-03-23,58.69284994964753
2022-03-24,61.24471299093656
2022-03-25,36.57670359180933
2022-03-26,41.68042967438739
2022-03-27,51.037260825780464
2022-03-28,41.68042967438739
2022-03-29,48.48539778449144
2022-03-30,62.94595501846257
2022-03-31,42.53105068815039
2022-04-01,45.08291372943941
2022-04-02,28.92111446794226
2022-04-03,41.68042967438739
2022-04-04,38.27794561933535
2022-04-05,55.290365894595496
2022-04-06,50.186639812017454
2022-04-07,42.53105068815039
2022-04-08,34.02484055052031
2022-04-09,51.88788183954347
2022-04-10,51.037260825780464
2022-04-11,33.1742195367573
2022-04-12,43.38167170191339
2022-04-13,47.63477677072844
2022-04-14,45.08291372943941
2022-04-15,28.92111446794226
2022-04-16,42.53105068815039
2022-04-17,40.829808660624366
2022-04-18,73.15340718361867
2022-04-19,34.87546156428332
2022-04-20,38.27794561933535
2022-04-21,29.771735481705274
2022-04-22,39.12856663309835
2022-04-23,55.290365894595496
2022-04-24,60.394091977173545
2022-04-25,44.2322927156764
2022-04-26,50.186639812017454
2022-04-27,66.3484390735146
2022-04-28,62.09533400469956
2022-04-29,56.14098690835852
2022-04-30,75.7052702249077
2022-05-01,60.394091977173545
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,21.265525344075197
2022-05-06,0.0
2022-05-07,30.62235649546828
2022-05-08,21.265525344075197
2022-05-09,0.0
2022-05-10,30.62235649546828
2022-05-11,46.78415575696542
2022-05-12,23.81738838536422
2022-05-13,24.66800939912723
2022-05-14,0.0
2022-05-15,30.62235649546828
2022-05-16,28.92111446794226
2022-05-17,49.33601879825446
2022-05-18,42.53105068815039
2022-05-19,31.472977509231285
2022-05-20,54.43974488083249
2022-05-21,33.1742195367573
2022-05-22,40.829808660624366
2022-05-23,36.57670359180933
2022-05-24,33.1742195367573
2022-05-25,35.726082578046324
2022-05-26,0.0
2022-05-27,40.829808660624366
2022-05-28,0.0
2022-05-29,33.1742195367573
2022-05-30,56.99160792212152
2022-05-31,41.68042967438739
2022-06-01,43.38167170191339
2022-06-02,44.2322927156764
2022-06-03,50.186639812017454
2022-06-04,36.57670359180933
2022-06-05,37.42732460557234
2022-06-06,48.48539778449144
2022-06-07,41.68042967438739
2022-06-08,45.933534743202415
2022-06-09,27.21987244041625
2022-06-10,39.12856663309835
2022-06-11,40.829808660624366
2022-06-12,40.829808660624366
2022-06-13,34.02484055052031
2022-06-14,0.0
2022-06-15,33.1742195367573
2022-06-16,40.829808660624366
2022-06-17,29.771735481705274
2022-06-18,0.0
2022-06-19,40.829808660624366
2022-06-20,26.36925142665324
2022-06-21,32.323598522994295
2022-06-22,31.472977509231285
2022-06-23,24.66800939912723
2022-06-24,25.518630412890232
2022-06-25,40.829808660624366
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,28.07049345417926
2022-06-29,34.02484055052031
2022-06-30,36.57670359180933
2022-07-01,38.27794561933535
2022-07-02,0.0
2022-07-03,35.994423276252206
2022-07-04,26.09595687528285
2022-07-05,24.29623571147024
2022-07-06,32.39498094862699
2022-07-07,0.0
2022-07-08,24.29623571147024
2022-07-09,26.99581745718916
2022-07-10,0.0
2022-07-11,23.396375129563936
2022-07-12,34.1947021124396
2022-07-13,0.0
2022-07-14,37.79414444006482
2022-07-15,39.59386560387743
2022-07-16,27.895678039095465
2022-07-17,44.99302909531527
2022-07-18,37.79414444006482
2022-07-19,27.895678039095465
2022-07-20,28.795538621001768
2022-07-21,33.2948415305333
2022-07-22,24.29623571147024
2022-07-23,26.99581745718916
2022-07-24,24.29623571147024
2022-07-25,41.393586767690046
2022-07-26,23.396375129563936
2022-07-27,41.393586767690046
2022-07-28,31.495120366720684
2022-07-29,40.49372618578374
2022-07-30,31.495120366720684
2022-07-31,0.0
2022-08-01,45.89288967722157
2022-08-02,34.1947021124396
2022-08-03,41.393586767690046
2022-08-04,40.49372618578374
2022-08-05,32.39498094862699
2022-08-06,0.0
2022-08-07,32.39498094862699
2022-08-08,32.39498094862699
2022-08-09,52.19191375056571
2022-08-10,60.29065898772247
2022-08-11,45.89288967722157
2022-08-12,31.495120366720684
2022-08-13,0.0
2022-08-14,25.19609629337655
2022-08-15,0.0
2022-08-16,25.19609629337655
2022-08-17,38.69400502197112
2022-08-18,55.79135607819093
2022-08-19,46.79275025912787
2022-08-20,40.49372618578374
2022-08-21,24.29623571147024
2022-08-22,39.59386560387743
2022-08-23,44.99302909531527
2022-08-24,42.29344734959634
2022-08-25,33.2948415305333
2022-08-26,46.79275025912787
2022-08-27,34.1947021124396
2022-08-28,39.59386560387743
2022-08-29,43.19330793150266
2022-08-30,53.091774332472006
2022-08-31,53.99163491437832
2022-09-01,43.19330793150266
2022-09-02,33.2948415305333
2022-09-03,43.19330793150266
2022-09-04,40.49372618578374
2022-09-05,48.59247142294048
2022-09-06,47.69261084103418
2022-09-07,38.69400502197112
2022-09-08,39.59386560387743
2022-09-09,23.396375129563936
2022-09-10,26.99581745718916
2022-09-11,36.89428385815852
2022-09-12,56.691216660097226
2022-09-13,31.495120366720684
2022-09-14,26.09595687528285
2022-09-15,41.393586767690046
2022-09-16,43.19330793150266
2022-09-17,40.49372618578374
2022-09-18,44.99302909531527
2022-09-19,32.39498094862699
2022-09-20,35.994423276252206
2022-09-21,38.69400502197112
2022-09-22,28.795538621001768
2022-09-23,21.59665396575133
2022-09-24,45.89288967722157
2022-09-25,28.795538621001768
2022-09-26,40.49372618578374
2022-09-27,38.69400502197112
2022-09-28,36.89428385815852
2022-09-29,30.59525978481438
2022-09-30,29.695399202908074
2022-10-01,32.39498094862699
2022-10-02,25.19609629337655
2022-10-03,41.393586767690046
2022-10-04,36.89428385815852
2022-10-05,50.3921925867531
2022-10-06,39.59386560387743
2022-10-07,35.994423276252206
2022-10-08,25.19609629337655
2022-10-09,39.59386560387743
2022-10-10,49.4923320048468
2022-10-11,55.79135607819093
2022-10-12,43.19330793150266
2022-10-13,40.49372618578374
2022-10-14,33.2948415305333
2022-10-15,0.0
2022-10-16,43.19330793150266
2022-10-17,54.89149549628463
2022-10-18,48.59247142294048
2022-10-19,33.2948415305333
2022-10-20,43.19330793150266
2022-10-21,44.99302909531527
2022-10-22,40.49372618578374
2022-10-23,53.99163491437832
2022-10-24,44.09316851340896
2022-10-25,62.99024073344137
2022-10-26,0.0
2022-10-27,31.495120366720684
2022-10-28,40.49372618578374
2022-10-29,47.69261084103418
2022-10-30,41.393586767690046
2022-10-31,52.19191375056571
2022-11-01,54.89149549628463
2022-11-02,31.495120366720684
2022-11-03,41.393586767690046
2022-11-04,27.895678039095465
2022-11-05,28.795538621001768
2022-11-06,27.895678039095465
2022-11-07,44.09316851340896
2022-11-08,42.29344734959634
2022-11-09,42.29344734959634
2022-11-10,36.89428385815852
2022-11-11,39.59386560387743
2022-11-12,40.49372618578374
2022-11-13,28.795538621001768
2022-11-14,50.3921925867531
2022-11-15,61.19051956962876
2022-11-16,53.091774332472006
2022-11-17,31.495120366720684
2022-11-18,36.89428385815852
2022-11-19,54.89149549628463
2022-11-20,36.89428385815852
2022-11-21,34.1947021124396
2022-11-22,44.99302909531527
2022-11-23,47.69261084103418
2022-11-24,43.19330793150266
2022-11-25,30.59525978481438
2022-11-26,31.495120366720684
2022-11-27,31.495120366720684
2022-11-28,61.19051956962876
2022-11-29,54.89149549628463
2022-11-30,89.98605819063054
2022-12-01,51.29205316865941
2022-12-02,51.29205316865941
2022-12-03,49.4923320048468
2022-12-04,24.29623571147024
2022-12-05,44.99302909531527
2022-12-06,37.79414444006482
2022-12-07,40.49372618578374
2022-12-08,43.19330793150266
2022-12-09,28.795538621001768
2022-12-10,25.19609629337655
2022-12-11,31.495120366720684
2022-12-12,30.59525978481438
2022-12-13,19.79693280193872
2022-12-14,35.0945626943459
2022-12-15,49.4923320048468
2022-12-16,30.59525978481438
2022-12-17,21.59665396575133
2022-12-18,27.895678039095465
2022-12-19,38.69400502197112
2022-12-20,39.59386560387743
2022-12-21,24.29623571147024
2022-12-22,35.0945626943459
2022-12-23,0.0
2022-12-24,33.2948415305333
2022-12-25,35.0945626943459
2022-12-26,31.495120366720684
2022-12-27,34.1947021124396
2022-12-28,29.695399202908074
2022-12-29,22.49651454765764
2022-12-30,26.09595687528285
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,37.26622986849881
2023-01-03,37.26622986849881
2023-01-04,27.733008274231675
2023-01-05,29.466321291371155
2023-01-06,19.933099697104016
2023-01-07,32.93294732565011
2023-01-08,37.26622986849881
2023-01-09,40.73285590277778
2023-01-10,48.532764479905424
2023-01-11,34.66626034278959
2023-01-12,32.93294732565011
2023-01-13,25.9996952570922
2023-01-14,26.866351765661936
2023-01-15,44.19948193705673
2023-01-16,54.59936003989362
2023-01-17,42.46616891991725
2023-01-18,30.33297779994089
2023-01-19,28.59966478280141
2023-01-20,50.26607749704492
2023-01-21,29.466321291371155
2023-01-22,42.46616891991725
2023-01-23,55.46601654846335
2023-01-24,66.73255115986997
2023-01-25,57.19932956560282
2023-01-26,41.59951241134751
2023-01-27,52.86604702275413
2023-01-28,0.0
2023-01-29,54.59936003989362
2023-01-30,39.86619939420803
2023-01-31,67.59920766843972
2023-02-01,70.19917719414893
2023-02-02,45.93279495419622
2023-02-03,32.06629081708037
2023-02-04,54.59936003989362
2023-02-05,47.6661079713357
2023-02-06,50.26607749704492
2023-02-07,55.46601654846335
2023-02-08,46.79945146276596
2023-02-09,33.79960383421986
2023-02-10,43.33282542848699
2023-02-11,38.13288637706855
2023-02-12,42.46616891991725
2023-02-13,52.86604702275413
2023-02-14,42.46616891991725
2023-02-15,51.13273400561465
2023-02-16,50.26607749704492
2023-02-17,30.33297779994089
2023-02-18,49.39942098847518
2023-02-19,50.26607749704492
2023-02-20,39.86619939420803
2023-02-21,39.86619939420803
2023-02-22,51.99939051418439
2023-02-23,60.66595559988178
2023-02-24,40.73285590277778
2023-02-25,69.33252068557918
2023-02-26,47.6661079713357
2023-02-27,32.93294732565011
2023-02-28,55.46601654846335
2023-03-01,41.59951241134751
2023-03-02,42.46616891991725
2023-03-03,36.39957335992908
2023-03-04,0.0
2023-03-05,37.26622986849881
2023-03-06,50.26607749704492
2023-03-07,66.73255115986997
2023-03-08,61.53261210845153
2023-03-09,36.39957335992908
2023-03-10,55.46601654846335
2023-03-11,49.39942098847518
2023-03-12,46.79945146276596
2023-03-13,65.86589465130022
2023-03-14,66.73255115986997
2023-03-15,44.19948193705673
2023-03-16,35.53291685135933
2023-03-17,50.26607749704492
2023-03-18,56.33267305703309
2023-03-19,31.199634308510635
2023-03-20,28.59966478280141
2023-03-21,56.33267305703309
2023-03-22,23.39972573138298
2023-03-23,56.33267305703309
2023-03-24,34.66626034278959
2023-03-25,53.73270353132387
2023-03-26,32.06629081708037
2023-03-27,44.19948193705673
2023-03-28,44.19948193705673
2023-03-29,41.59951241134751
2023-03-30,54.59936003989362
2023-03-31,38.13288637706855
2023-04-01,40.73285590277778
2023-04-02,62.39926861702127
2023-04-03,56.33267305703309
2023-04-04,58.93264258274231
2023-04-05,58.93264258274231
2023-04-06,35.53291685135933
2023-04-07,47.6661079713357
2023-04-08,38.13288637706855
2023-04-09,42.46616891991725
2023-04-10,54.59936003989362
2023-04-11,45.06613844562648
2023-04-12,36.39957335992908
2023-04-13,48.532764479905424
2023-04-14,66.73255115986997
2023-04-15,66.73255115986997
2023-04-16,55.46601654846335
2023-04-17,56.33267305703309
2023-04-18,71.93249021128842
2023-04-19,86.66565085697398
2023-04-20,77.13242926270686
2023-04-21,51.13273400561465
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,42.46616891991725
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,31.199634308510635
2023-04-28,0.0
2023-04-29,22.53306922281324
2023-04-30,26.866351765661936
2023-05-01,42.46616891991725
2023-05-02,28.59966478280141
2023-05-03,37.26622986849881
2023-05-04,23.39972573138298
2023-05-05,0.0
2023-05-06,28.59966478280141
2023-05-07,38.99954288563829
2023-05-08,32.06629081708037
2023-05-09,35.53291685135933
2023-05-10,40.73285590277778
2023-05-11,45.06613844562648
2023-05-12,38.99954288563829
2023-05-13,30.33297779994089
2023-05-14,40.73285590277778
2023-05-15,35.53291685135933
2023-05-16,55.46601654846335
2023-05-17,26.866351765661936
2023-05-18,25.13303874852246
2023-05-19,46.79945146276596
2023-05-20,38.99954288563829
2023-05-21,39.86619939420803
2023-05-22,23.39972573138298
2023-05-23,32.06629081708037
2023-05-24,32.06629081708037
2023-05-25,24.266382239952712
2023-05-26,47.6661079713357
2023-05-27,38.13288637706855
2023-05-28,45.93279495419622
2023-05-29,44.19948193705673
2023-05-30,58.93264258274231
2023-05-31,37.26622986849881
2023-06-01,40.73285590277778
2023-06-02,45.93279495419622
2023-06-03,0.0
2023-06-04,38.99954288563829
2023-06-05,45.06613844562648
2023-06-06,40.73285590277778
2023-06-07,32.06629081708037
2023-06-08,67.59920766843972
2023-06-09,47.6661079713357
2023-06-10,29.466321291371155
2023-06-11,32.93294732565011
2023-06-12,42.46616891991725
2023-06-13,33.79960383421986
2023-06-14,34.66626034278959
2023-06-15,28.59966478280141
2023-06-16,25.13303874852246
2023-06-17,39.86619939420803
2023-06-18,30.33297779994089
2023-06-19,38.13288637706855
2023-06-20,21.666412714243496
2023-06-21,26.866351765661936
2023-06-22,30.33297779994089
2023-06-23,45.93279495419622
2023-06-24,46.79945146276596
2023-06-25,38.13288637706855
2023-06-26,43.33282542848699
2023-06-27,28.59966478280141
2023-06-28,35.53291685135933
2023-06-29,0.0
2023-06-30,32.93294732565011
2023-07-01,31.199634308510635
2023-07-02,26.866351765661936
2023-07-03,32.06629081708037
2023-07-04,32.06906906906907
2023-07-05,38.62865137865138
2023-07-06,29.882541632541628
2023-07-07,24.0518018018018
2023-07-08,45.18823368823369
2023-07-09,0.0
2023-07-10,34.25559650559651
2023-07-11,36.44212394212394
2023-07-12,27.696014196014197
2023-07-13,0.0
2023-07-14,32.797911547911546
2023-07-15,26.96717171717172
2023-07-16,25.50948675948676
2023-07-17,39.35749385749386
2023-07-18,0.0
2023-07-19,35.71328146328146
2023-07-20,31.340226590226592
2023-07-21,32.06906906906907
2023-07-22,39.35749385749386
2023-07-23,28.424856674856677
2023-07-24,36.44212394212394
2023-07-25,27.696014196014197
2023-07-26,40.81517881517882
2023-07-27,30.611384111384112
2023-07-28,41.54402129402129
2023-07-29,32.06906906906907
2023-07-30,37.899808899808896
2023-07-31,31.340226590226592
2023-08-01,37.17096642096642
2023-08-02,37.899808899808896
2023-08-03,34.98443898443899
2023-08-04,24.0518018018018
2023-08-05,37.17096642096642
2023-08-06,41.54402129402129
2023-08-07,23.322959322959324
2023-08-08,33.52675402675403
2023-08-09,48.1036036036036
2023-08-10,46.64591864591865
2023-08-11,34.25559650559651
2023-08-12,37.899808899808896
2023-08-13,0.0
2023-08-14,37.899808899808896
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,26.96717171717172
2023-08-18,25.50948675948676
2023-08-19,27.696014196014197
2023-08-20,26.238329238329243
2023-08-21,35.71328146328146
2023-08-22,48.83244608244608
2023-08-23,50.29013104013104
2023-08-24,53.93434343434344
2023-08-25,37.17096642096642
2023-08-26,34.98443898443899
2023-08-27,32.06906906906907
2023-08-28,63.40929565929566
2023-08-29,43.73054873054873
2023-08-30,36.44212394212394
