Date,beras
2022-01-01,0.0
2022-01-02,58.14600530622231
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,54.62200498463308
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,62.55100570820884
2022-01-12,69.59900635138732
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,50.21700458264653
2022-01-18,0.0
2022-01-19,88.10000803973077
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,49.33600450224923
2022-01-24,59.90800546701693
2022-01-25,62.55100570820884
2022-01-26,44.05000401986538
2022-01-27,0.0
2022-01-28,54.62200498463308
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,53.74100490423577
2022-02-03,0.0
2022-02-04,82.8140075573469
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,51.97900474344115
2022-02-08,50.21700458264653
2022-02-09,47.57400434145461
2022-02-10,0.0
2022-02-11,44.93100410026269
2022-02-12,50.21700458264653
2022-02-13,63.43200578860615
2022-02-14,49.33600450224923
2022-02-15,67.83700619059269
2022-02-16,83.69500763774423
2022-02-17,53.74100490423577
2022-02-18,82.8140075573469
2022-02-19,49.33600450224923
2022-02-20,0.0
2022-02-21,39.64500361787884
2022-02-22,48.455004421851925
2022-02-23,66.07500602979808
2022-02-24,51.09800466304384
2022-02-25,39.64500361787884
2022-02-26,0.0
2022-02-27,51.09800466304384
2022-02-28,56.38400514542769
2022-03-01,88.10000803973077
2022-03-02,49.33600450224923
2022-03-03,77.52800707496309
2022-03-04,61.67000562781153
2022-03-05,0.0
2022-03-06,79.29000723575768
2022-03-07,74.88500683377114
2022-03-08,86.33800787893614
2022-03-09,44.93100410026269
2022-03-10,52.86000482383847
2022-03-11,72.24200659257922
2022-03-12,59.027005386619614
2022-03-13,59.027005386619614
2022-03-14,42.28800385907076
2022-03-15,51.09800466304384
2022-03-16,65.19400594940076
2022-03-17,79.29000723575768
2022-03-18,66.95600611019537
2022-03-19,59.027005386619614
2022-03-20,68.71800627099
2022-03-21,54.62200498463308
2022-03-22,68.71800627099
2022-03-23,58.14600530622231
2022-03-24,47.57400434145461
2022-03-25,59.027005386619614
2022-03-26,51.09800466304384
2022-03-27,55.50300506503037
2022-03-28,51.97900474344115
2022-03-29,61.67000562781153
2022-03-30,37.88300345708423
2022-03-31,60.78900554741424
2022-04-01,57.265005225824986
2022-04-02,69.59900635138732
2022-04-03,41.40700377867345
2022-04-04,55.50300506503037
2022-04-05,56.38400514542769
2022-04-06,82.8140075573469
2022-04-07,59.027005386619614
2022-04-08,37.88300345708423
2022-04-09,69.59900635138732
2022-04-10,54.62200498463308
2022-04-11,37.88300345708423
2022-04-12,43.16900393946807
2022-04-13,59.027005386619614
2022-04-14,0.0
2022-04-15,0.0
2022-04-16,45.81200418065999
2022-04-17,0.0
2022-04-18,57.265005225824986
2022-04-19,59.90800546701693
2022-04-20,29.954002733508464
2022-04-21,35.2400032158923
2022-04-22,41.40700377867345
2022-04-23,42.28800385907076
2022-04-24,47.57400434145461
2022-04-25,37.88300345708423
2022-04-26,53.74100490423577
2022-04-27,61.67000562781153
2022-04-28,57.265005225824986
2022-04-29,80.171007316155
2022-04-30,66.07500602979808
2022-05-01,50.21700458264653
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,37.88300345708423
2022-05-06,0.0
2022-05-07,38.76400353748154
2022-05-08,70.4800064317846
2022-05-09,0.0
2022-05-10,33.47800305509769
2022-05-11,39.64500361787884
2022-05-12,53.74100490423577
2022-05-13,57.265005225824986
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,49.33600450224923
2022-05-17,53.74100490423577
2022-05-18,43.16900393946807
2022-05-19,53.74100490423577
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,51.97900474344115
2022-05-23,69.59900635138732
2022-05-24,52.86000482383847
2022-05-25,36.12100329628961
2022-05-26,44.93100410026269
2022-05-27,47.57400434145461
2022-05-28,0.0
2022-05-29,49.33600450224923
2022-05-30,49.33600450224923
