Date,telur ayam
2022-01-01,0.0
2022-01-02,65.59075851524673
2022-01-03,35.41900959823323
2022-01-04,0.0
2022-01-05,45.25762337552024
2022-01-06,36.73082476853817
2022-01-07,0.0
2022-01-08,38.0426399388431
2022-01-09,0.0
2022-01-10,32.79537925762337
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,58.37577507856959
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,42.633993034910375
2022-01-24,43.94580820521532
2022-01-25,34.76310201308077
2022-01-26,48.53716130128258
2022-01-27,0.0
2022-01-28,37.38673235369063
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,40.0103626943005
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,45.91353096067272
2022-02-04,30.827656502165965
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,43.28990062006284
2022-02-08,32.79537925762337
2022-02-09,53.12851439734985
2022-02-10,0.0
2022-02-11,41.32217786460544
2022-02-12,41.32217786460544
2022-02-13,54.44032956765478
2022-02-14,40.666270279452974
2022-02-15,50.50488405673999
2022-02-16,38.0426399388431
2022-02-17,40.0103626943005
2022-02-18,39.354455109148034
2022-02-19,26.23630340609869
2022-02-20,31.48356408731843
2022-02-21,36.73082476853817
2022-02-22,43.28990062006284
2022-02-23,38.69854752399557
2022-02-24,36.73082476853817
2022-02-25,47.225346130977655
2022-02-26,27.548118576403628
2022-02-27,36.73082476853817
2022-02-28,26.23630340609869
2022-03-01,52.47260681219738
2022-03-02,36.73082476853817
2022-03-03,32.79537925762337
2022-03-04,31.48356408731843
2022-03-05,34.76310201308077
2022-03-06,32.1394716724709
2022-03-07,42.633993034910375
2022-03-08,47.88125371613012
2022-03-09,44.60171579036778
2022-03-10,32.1394716724709
2022-03-11,28.204026161556094
2022-03-12,0.0
2022-03-13,28.204026161556094
2022-03-14,26.89221099125116
2022-03-15,19.02131996942155
2022-03-16,26.23630340609869
2022-03-17,40.666270279452974
2022-03-18,0.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,43.94580820521532
2022-03-22,22.95676548033636
2022-03-23,0.0
2022-03-24,31.48356408731843
2022-03-25,0.0
2022-03-26,28.204026161556094
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,31.48356408731843
2022-03-30,23.612673065488828
2022-03-31,28.859933746708563
2022-04-01,21.64495031003142
2022-04-02,26.89221099125116
2022-04-03,29.51584133186103
2022-04-04,30.171748917013492
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,25.580395820946222
2022-04-08,24.92448823579376
2022-04-09,27.548118576403628
2022-04-10,0.0
2022-04-11,25.580395820946222
2022-04-12,22.95676548033636
2022-04-13,23.612673065488828
2022-04-14,0.0
2022-04-15,24.26858065064129
2022-04-16,21.64495031003142
2022-04-17,22.95676548033636
2022-04-18,0.0
2022-04-19,23.612673065488828
2022-04-20,23.612673065488828
2022-04-21,0.0
2022-04-22,0.0
2022-04-23,25.580395820946222
2022-04-24,28.859933746708563
2022-04-25,0.0
2022-04-26,0.0
