Date,telur ayam
2022-01-01,0.0
2022-01-02,77.48414157247751
2022-01-03,41.13355663724114
2022-01-04,50.69950004125072
2022-01-05,69.83138684926986
2022-01-06,58.35225476445839
2022-01-07,50.69950004125072
2022-01-08,66.00500948766604
2022-01-09,67.91819816846795
2022-01-10,52.612688722052646
2022-01-11,49.74290570084977
2022-01-12,62.178632126062205
2022-01-13,59.30884910485933
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,68.87479250886891
2022-01-17,58.35225476445839
2022-01-18,95.65943404009572
2022-01-19,94.70283969969474
2022-01-20,49.74290570084977
2022-01-21,39.22036795643924
2022-01-22,0.0
2022-01-23,43.04674531804308
2022-01-24,89.91986799768996
2022-01-25,55.48247174325551
2022-01-26,60.265443445260296
2022-01-27,61.22203778566126
2022-01-28,66.00500948766604
2022-01-29,56.43906608365646
2022-01-30,72.70116987047274
2022-01-31,57.39566042405743
2022-02-01,44.00333965844402
2022-02-02,66.961603828067
2022-02-03,54.52587740285455
2022-02-04,61.22203778566126
2022-02-05,60.265443445260296
2022-02-06,62.178632126062205
2022-02-07,46.8731226796469
2022-02-08,70.78798118967082
2022-02-09,81.31051893408136
2022-02-10,79.39733025327943
2022-02-11,88.00667931688804
2022-02-12,0.0
2022-02-13,37.30717927563733
2022-02-14,53.56928306245359
2022-02-15,68.87479250886891
2022-02-16,64.09182080686412
2022-02-17,45.916528339245936
2022-02-18,67.91819816846795
2022-02-19,43.04674531804308
2022-02-20,47.82971702004786
2022-02-21,63.13522646646317
2022-02-22,80.35392459368039
2022-02-23,75.5709528916756
2022-02-24,81.31051893408136
2022-02-25,67.91819816846795
2022-02-26,42.09015097764212
2022-02-27,50.69950004125072
2022-02-28,70.78798118967082
2022-03-01,75.5709528916756
2022-03-02,55.48247174325551
2022-03-03,0.0
2022-03-04,82.26711327448228
2022-03-05,31.567613233231587
2022-03-06,58.35225476445839
2022-03-07,55.48247174325551
2022-03-08,65.04841514726508
2022-03-09,83.22370761488327
2022-03-10,51.65609438165168
2022-03-11,45.916528339245936
2022-03-12,35.39399059483541
2022-03-13,36.35058493523637
2022-03-14,45.916528339245936
2022-03-15,69.83138684926986
2022-03-16,58.35225476445839
2022-03-17,49.74290570084977
2022-03-18,56.43906608365646
2022-03-19,47.82971702004786
2022-03-20,74.61435855127466
2022-03-21,28.697830212028716
2022-03-22,52.612688722052646
2022-03-23,26.7846415312268
2022-03-24,58.35225476445839
2022-03-25,24.871452850424884
2022-03-26,50.69950004125072
2022-03-27,60.265443445260296
2022-03-28,62.178632126062205
2022-03-29,36.35058493523637
2022-03-30,25.82804719082584
2022-03-31,26.7846415312268
2022-04-01,42.09015097764212
2022-04-02,27.741235871627755
2022-04-03,42.09015097764212
2022-04-04,36.35058493523637
2022-04-05,53.56928306245359
2022-04-06,44.95993399884498
2022-04-07,28.697830212028716
2022-04-08,23.91485851002393
2022-04-09,25.82804719082584
2022-04-10,50.69950004125072
2022-04-11,0.0
2022-04-12,41.13355663724114
2022-04-13,44.95993399884498
2022-04-14,29.654424552429667
2022-04-15,46.8731226796469
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,34.437396254434454
2022-04-19,50.69950004125072
2022-04-20,39.22036795643924
2022-04-21,29.654424552429667
2022-04-22,39.22036795643924
2022-04-23,27.741235871627755
2022-04-24,33.4808019140335
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,33.4808019140335
2022-04-28,0.0
2022-04-29,44.95993399884498
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,48.786311360448806
2022-05-04,38.26377361603828
2022-05-05,37.30717927563733
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,32.52420757363254
2022-05-10,37.30717927563733
2022-05-11,0.0
2022-05-12,32.52420757363254
2022-05-13,27.741235871627755
2022-05-14,39.22036795643924
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,44.00333965844402
2022-05-18,44.00333965844402
2022-05-19,34.437396254434454
2022-05-20,28.697830212028716
2022-05-21,55.48247174325551
2022-05-22,42.09015097764212
2022-05-23,59.30884910485933
2022-05-24,44.95993399884498
2022-05-25,51.65609438165168
2022-05-26,44.00333965844402
2022-05-27,37.30717927563733
2022-05-28,54.52587740285455
2022-05-29,51.65609438165168
2022-05-30,38.26377361603828
2022-05-31,30.61101889283063
2022-06-01,38.26377361603828
2022-06-02,39.22036795643924
