Date,bawang
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,32.137892995035855
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,28.01765030336459
2022-02-19,30.489795918367346
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,31.3138444567016
2022-02-24,26.78157749586321
2022-02-25,0.0
2022-02-26,32.54991726420298
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,32.54991726420298
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,34.61003861003861
2022-03-06,32.137892995035855
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,36.67015995587425
2022-03-18,0.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,28.841698841698843
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,36.67015995587425
2022-04-03,0.0
2022-04-04,27.193601765030333
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,25.545504688361834
2022-04-15,0.0
2022-04-16,35.846111417539994
2022-04-17,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,32.137892995035855
2022-04-23,28.841698841698843
2022-04-24,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,39.96635410921125
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,32.54991726420298
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,33.78599007170436
2022-05-24,0.0
2022-05-25,32.54991726420298
2022-05-26,0.0
2022-05-27,35.43408714837287
2022-05-28,0.0
2022-05-29,39.96635410921125
2022-05-30,30.077771649200223
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,40.79040264754551
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,0.0
2022-06-14,0.0
2022-06-15,0.0
2022-06-16,0.0
2022-06-17,34.61003861003861
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,41.20242691671263
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,33.78599007170436
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,28.272567988552304
2022-07-14,30.8823434951879
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,29.577455741870104
2022-07-18,26.53271765079524
2022-07-19,27.83760540411304
2022-07-20,0.0
2022-07-21,25.662792481916703
2022-07-22,36.97181967733763
2022-07-23,0.0
2022-07-24,43.49625844392662
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,33.05715641738423
2022-07-28,0.0
2022-07-29,26.967680235234507
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,30.447380910748635
2022-08-02,24.79286731303817
2022-08-03,27.83760540411304
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,28.272567988552304
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,28.70753057299157
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,26.967680235234507
2022-08-26,0.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,26.967680235234507
2022-09-01,0.0
2022-09-02,0.0
2022-09-03,0.0
2022-09-04,24.79286731303817
2022-09-05,29.577455741870104
2022-09-06,0.0
2022-09-07,24.357904728598907
2022-09-08,0.0
2022-09-09,38.7116700150947
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,25.662792481916703
2022-09-17,0.0
2022-09-18,26.097755066355973
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,26.967680235234507
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,24.357904728598907
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,26.53271765079524
2022-09-30,0.0
2022-10-01,32.187231248505704
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,23.05301697528111
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,26.967680235234507
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,29.14249315743084
2022-10-17,24.79286731303817
2022-10-18,27.402642819673773
2022-10-19,30.8823434951879
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,26.53271765079524
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,23.48797955972037
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,27.83760540411304
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,26.967680235234507
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,34.7970067551413
2022-11-15,31.31730607962717
2022-11-16,26.53271765079524
2022-11-17,0.0
2022-11-18,29.577455741870104
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,28.70753057299157
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,29.14249315743084
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,34.36204417070203
2022-11-30,0.0
2022-12-01,35.231969339580566
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,22.61805439084184
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,31.752268664066428
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,30.447380910748635
2022-12-22,30.012418326309373
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,36.536857092898366
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,23.781680813918488
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,26.37604599361869
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,23.781680813918488
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,23.349286617301782
2023-01-16,33.726747336102584
2023-01-17,21.187315634218283
2023-01-18,25.51125760038529
2023-01-19,0.0
2023-01-20,25.078863403768583
2023-01-21,0.0
2023-01-22,23.781680813918488
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,22.05210402745169
2023-01-31,0.0
2023-02-01,22.48449822406839
2023-02-02,0.0
2023-02-03,38.91547769550298
2023-02-04,29.835199566552284
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,28.538016976702185
2023-02-13,0.0
2023-02-14,29.40280536993558
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,21.619709830834992
2023-02-18,0.0
2023-02-19,24.214075010535183
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,24.214075010535183
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,25.078863403768583
2023-02-27,0.0
2023-02-28,21.187315634218283
2023-03-01,0.0
2023-03-02,26.37604599361869
2023-03-03,0.0
2023-03-04,33.726747336102584
2023-03-05,27.24083438685209
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,33.726747336102584
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,24.214075010535183
2023-03-16,20.75492143760159
2023-03-17,22.05210402745169
2023-03-18,0.0
2023-03-19,23.349286617301782
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,21.619709830834992
2023-03-25,0.0
2023-03-26,41.50984287520318
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,43.239419661669984
2023-03-31,27.24083438685209
2023-04-01,22.05210402745169
2023-04-02,0.0
2023-04-03,23.781680813918488
2023-04-04,25.51125760038529
2023-04-05,0.0
2023-04-06,22.48449822406839
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,24.214075010535183
2023-04-17,25.078863403768583
2023-04-18,21.619709830834992
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-04-29,0.0
2023-04-30,0.0
2023-05-01,25.078863403768583
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,22.05210402745169
2023-05-11,0.0
2023-05-12,0.0
2023-05-13,22.05210402745169
2023-05-14,0.0
2023-05-15,0.0
2023-05-16,22.91689242068509
2023-05-17,0.0
2023-05-18,22.48449822406839
2023-05-19,0.0
2023-05-20,0.0
2023-05-21,25.078863403768583
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-27,0.0
2023-05-28,22.48449822406839
2023-05-29,0.0
2023-05-30,21.619709830834992
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-03,0.0
2023-06-04,27.24083438685209
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,20.32252724098489
2023-06-09,0.0
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,20.75492143760159
2023-06-13,0.0
2023-06-14,31.997170549635783
2023-06-15,23.781680813918488
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,0.0
2023-06-24,0.0
2023-06-25,0.0
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,34.67061640982924
2023-07-05,34.67061640982924
2023-07-06,0.0
2023-07-07,0.0
2023-07-08,0.0
2023-07-09,41.39775093710954
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,38.8103915035402
2023-07-28,0.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,0.0
2023-08-01,41.39775093710954
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,39.84533527696793
2023-08-10,0.0
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,50.71224489795919
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.0
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,38.292919616826325
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,0.0
2023-09-06,37.77544773011245
2023-09-07,0.0
2023-09-08,0.0
2023-09-09,0.0
2023-09-10,0.0
2023-09-11,33.11820074968763
2023-09-12,38.292919616826325
2023-09-13,39.84533527696793
2023-09-14,0.0
2023-09-15,0.0
2023-09-16,0.0
2023-09-17,38.292919616826325
2023-09-18,49.67730112453144
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,40.36280716368181
2023-09-23,0.0
2023-09-24,40.88027905039567
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,37.77544773011245
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,35.70556018325698
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,41.39775093710954
2023-10-20,48.6423573511037
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-11,41.91522282382341
2023-11-12,0.0
2023-11-13,0.0
2023-11-14,42.43269471053728
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,41.91522282382341
2023-11-21,0.0
2023-11-22,37.77544773011245
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,51.74718867138692
2023-11-27,42.43269471053728
2023-11-28,0.0
2023-11-29,43.46763848396501
2023-11-30,0.0
2023-12-01,0.0
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,0.0
2023-12-05,34.15314452311537
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-09,47.08994169096209
2023-12-10,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,42.95016659725115
2023-12-17,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,33.0
2024-01-12,0.0
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,34.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,0.0
