Date,gula
2022-01-01,46.67694859693122
2022-01-02,49.09127352435869
2022-01-03,52.31037342759533
2022-01-04,52.31037342759533
2022-01-05,50.70082347597701
2022-01-06,53.11514840340449
2022-01-07,57.13902328245029
2022-01-08,53.11514840340449
2022-01-09,55.52947333083197
2022-01-10,56.33424830664113
2022-01-11,61.96767313730524
2022-01-12,59.55334820987776
2022-01-13,57.94379825825944
2022-01-14,54.7246983550228
2022-01-15,57.94379825825944
2022-01-16,57.94379825825944
2022-01-17,56.33424830664113
2022-01-18,58.7485732340686
2022-01-19,61.16289816149609
2022-01-20,64.38199806473271
2022-01-21,57.13902328245029
2022-01-22,58.7485732340686
2022-01-23,65.18677304054187
2022-01-24,70.01542289539682
2022-01-25,72.4297478228243
2022-01-26,66.79632299216019
2022-01-27,60.35812318568692
2022-01-28,65.99154801635103
2022-01-29,58.7485732340686
2022-01-30,63.57722308892355
2022-01-31,59.55334820987776
2022-02-01,61.16289816149609
2022-02-02,61.96767313730524
2022-02-03,66.79632299216019
2022-02-04,64.38199806473271
2022-02-05,61.96767313730524
2022-02-06,59.55334820987776
2022-02-07,66.79632299216019
2022-02-08,71.62497284701514
2022-02-09,70.01542289539682
2022-02-10,60.35812318568692
2022-02-11,69.21064791958767
2022-02-12,62.77244811311439
2022-02-13,61.96767313730524
2022-02-14,63.57722308892355
2022-02-15,67.60109796796934
2022-02-16,78.06317265348841
2022-02-17,68.40587294377852
2022-02-18,74.03929777444263
2022-02-19,65.18677304054187
2022-02-20,65.99154801635103
2022-02-21,73.23452279863345
2022-02-22,74.03929777444263
2022-02-23,78.06317265348841
2022-02-24,69.21064791958767
2022-02-25,70.82019787120599
2022-02-26,65.18677304054187
2022-02-27,61.96767313730524
2022-02-28,61.96767313730524
2022-03-01,78.06317265348841
2022-03-02,69.21064791958767
2022-03-03,67.60109796796934
2022-03-04,72.4297478228243
2022-03-05,65.18677304054187
2022-03-06,62.77244811311439
2022-03-07,74.03929777444263
2022-03-08,74.8440727502518
2022-03-09,76.4536227018701
2022-03-10,80.4774975809159
2022-03-11,77.25839767767926
2022-03-12,68.40587294377852
2022-03-13,65.18677304054187
2022-03-14,78.06317265348841
