Date,gula
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,35.75888048541144
2022-01-25,34.707148706428754
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,32.60368514846338
2022-01-29,36.2847463749028
2022-01-30,37.33647815388548
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,52.06072305964314
2022-02-06,33.12955103795472
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,31.55195336948069
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,35.75888048541144
2022-02-13,0.0
2022-02-14,25.241562695584555
2022-02-15,26.29329447456724
2022-02-16,24.189830916601863
2022-02-17,26.29329447456724
2022-02-18,36.2847463749028
2022-02-19,29.97435570100665
2022-02-20,34.707148706428754
2022-02-21,31.026087479989343
2022-02-22,25.241562695584555
2022-02-23,25.241562695584555
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,32.60368514846338
2022-02-28,44.17273471727297
2022-03-01,0.0
2022-03-02,35.75888048541144
2022-03-03,39.439941711850864
2022-03-04,26.29329447456724
2022-03-05,34.707148706428754
2022-03-06,0.0
2022-03-07,19.9829038006711
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,26.819160364058583
2022-03-11,0.0
2022-03-12,23.663965027110518
2022-03-13,23.13809913761917
2022-03-14,39.439941711850864
2022-03-15,27.870892143041274
2022-03-16,34.18128281693741
2022-03-17,24.189830916601863
2022-03-18,27.870892143041274
2022-03-19,32.07781925897203
2022-03-20,22.612233248127826
2022-03-21,52.58658894913448
2022-03-22,24.189830916601863
2022-03-23,0.0
2022-03-24,28.39675803253262
2022-03-25,32.07781925897203
2022-03-26,29.448489811515305
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,23.13809913761917
2022-03-30,24.189830916601863
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,23.13809913761917
2022-04-03,38.388209932868165
2022-04-04,26.819160364058583
2022-04-05,26.29329447456724
2022-04-06,36.81061226439414
2022-04-07,0.0
2022-04-08,30.500221590498
2022-04-09,26.819160364058583
2022-04-10,24.71569680609321
2022-04-11,32.07781925897203
2022-04-12,27.870892143041274
2022-04-13,0.0
2022-04-14,29.97435570100665
2022-04-15,33.12955103795472
2022-04-16,23.663965027110518
2022-04-17,36.81061226439414
2022-04-18,25.241562695584555
2022-04-19,28.39675803253262
2022-04-20,23.663965027110518
2022-04-21,23.663965027110518
2022-04-22,22.612233248127826
2022-04-23,31.026087479989343
2022-04-24,0.0
2022-04-25,25.767428585075898
2022-04-26,20.508769690162445
2022-04-27,26.819160364058583
2022-04-28,0.0
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,35.75888048541144
2022-05-09,0.0
2022-05-10,26.819160364058583
2022-05-11,22.086367358636483
2022-05-12,26.819160364058583
2022-05-13,35.75888048541144
2022-05-14,0.0
2022-05-15,42.595137048798925
2022-05-16,0.0
2022-05-17,37.86234404337682
2022-05-18,0.0
2022-05-19,28.922623922023963
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,33.65541692744606
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,26.819160364058583
2022-05-30,28.922623922023963
2022-05-31,0.0
2022-06-01,28.922623922023963
2022-06-02,29.448489811515305
2022-06-03,31.026087479989343
2022-06-04,39.439941711850864
2022-06-05,34.707148706428754
2022-06-06,26.819160364058583
2022-06-07,28.39675803253262
2022-06-08,0.0
2022-06-09,27.34502625354993
2022-06-10,28.39675803253262
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,0.0
2022-06-14,25.767428585075898
2022-06-15,38.388209932868165
2022-06-16,24.189830916601863
2022-06-17,34.707148706428754
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,41.54340526981624
2022-06-21,0.0
2022-06-22,26.29329447456724
2022-06-23,0.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,34.707148706428754
2022-07-02,0.0
2022-07-03,27.55907303617548
2022-07-04,0.0
2022-07-05,24.76322504699825
2022-07-06,21.967377057821032
2022-07-07,21.567970202224288
2022-07-08,24.76322504699825
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,35.94661700370714
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,23.16559762461127
2022-07-15,21.967377057821032
2022-07-16,25.162631902595
2022-07-17,0.0
2022-07-18,27.15966618057873
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,39.541278704077854
2022-07-22,0.0
2022-07-23,37.94365128169088
2022-07-24,27.55907303617548
2022-07-25,25.162631902595
2022-07-26,0.0
2022-07-27,25.162631902595
2022-07-28,26.760259324981984
2022-07-29,0.0
2022-07-30,35.94661700370714
2022-07-31,22.766190769014525
2022-08-01,22.766190769014525
2022-08-02,0.0
2022-08-03,23.16559762461127
2022-08-04,34.34898958132017
2022-08-05,0.0
2022-08-06,26.760259324981984
2022-08-07,0.0
2022-08-08,21.16856334662754
2022-08-09,0.0
2022-08-10,24.36381819140151
2022-08-11,24.76322504699825
2022-08-12,28.357886747368973
2022-08-13,33.550175870126665
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,36.74543071490064
2022-08-17,30.354921025352706
2022-08-18,24.76322504699825
2022-08-19,26.360852469385243
2022-08-20,0.0
2022-08-21,30.354921025352706
2022-08-22,35.94661700370714
2022-08-23,35.14780329251365
2022-08-24,0.0
2022-08-25,27.15966618057873
2022-08-26,29.556107314159203
2022-08-27,0.0
2022-08-28,27.95847989177222
2022-08-29,19.9703427798373
2022-08-30,0.0
2022-08-31,28.757293602965717
2022-09-01,26.360852469385243
2022-09-02,0.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,31.95254844773968
2022-09-06,20.769156491030795
2022-09-07,0.0
2022-09-08,24.76322504699825
2022-09-09,33.94958272572341
2022-09-10,30.354921025352706
2022-09-11,25.562038758191747
2022-09-12,33.150769014529914
2022-09-13,27.15966618057873
2022-09-14,0.0
2022-09-15,26.360852469385243
2022-09-16,26.760259324981984
2022-09-17,20.369749635434047
2022-09-18,20.369749635434047
2022-09-19,20.369749635434047
2022-09-20,31.95254844773968
2022-09-21,0.0
2022-09-22,37.94365128169088
2022-09-23,22.766190769014525
2022-09-24,26.360852469385243
2022-09-25,0.0
2022-09-26,21.967377057821032
2022-09-27,20.369749635434047
2022-09-28,39.9406855596746
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,21.567970202224288
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,29.156700458562465
2022-10-06,0.0
2022-10-07,20.769156491030795
2022-10-08,21.967377057821032
2022-10-09,21.16856334662754
2022-10-10,23.96441133580477
2022-10-11,0.0
2022-10-12,33.94958272572341
2022-10-13,33.550175870126665
2022-10-14,0.0
2022-10-15,23.16559762461127
2022-10-16,29.156700458562465
2022-10-17,24.36381819140151
2022-10-18,19.17152906864381
2022-10-19,25.562038758191747
2022-10-20,26.760259324981984
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,27.55907303617548
2022-10-24,30.754327880949447
2022-10-25,28.357886747368973
2022-10-26,23.96441133580477
2022-10-27,22.766190769014525
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,24.36381819140151
2022-10-31,0.0
2022-11-01,23.96441133580477
2022-11-02,24.76322504699825
2022-11-03,18.772122213047066
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,21.967377057821032
2022-11-07,23.565004480208017
2022-11-08,23.565004480208017
2022-11-09,25.162631902595
2022-11-10,28.757293602965717
2022-11-11,20.369749635434047
2022-11-12,25.9614456137885
2022-11-13,27.55907303617548
2022-11-14,32.751362158933176
2022-11-15,19.17152906864381
2022-11-16,32.35195530333644
2022-11-17,25.9614456137885
2022-11-18,23.96441133580477
2022-11-19,0.0
2022-11-20,24.36381819140151
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,16.375681079466588
2022-11-25,27.55907303617548
2022-11-26,21.16856334662754
2022-11-27,17.97330850185357
2022-11-28,18.37271535745032
2022-11-29,15.177460512676353
2022-11-30,18.772122213047066
2022-12-01,28.357886747368973
2022-12-02,0.0
2022-12-03,17.573901646256825
2022-12-04,33.150769014529914
2022-12-05,23.96441133580477
2022-12-06,16.375681079466588
2022-12-07,21.967377057821032
2022-12-08,29.556107314159203
2022-12-09,17.573901646256825
2022-12-10,19.9703427798373
2022-12-11,0.0
2022-12-12,19.17152906864381
2022-12-13,15.576867368273094
2022-12-14,17.573901646256825
2022-12-15,17.97330850185357
2022-12-16,19.17152906864381
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,24.76322504699825
2022-12-20,26.360852469385243
2022-12-21,29.955514169755947
2022-12-22,21.16856334662754
2022-12-23,23.16559762461127
2022-12-24,23.96441133580477
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,22.63538667631516
2023-01-03,27.933030366516583
2023-01-04,0.0
2023-01-05,23.598594619988145
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,26.488218451007103
2023-01-09,0.0
2023-01-10,23.598594619988145
2023-01-11,0.0
2023-01-12,44.78916938079383
2023-01-13,25.52501050733412
2023-01-14,41.41794157793839
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,27.933030366516583
2023-01-18,26.488218451007103
2023-01-19,25.52501050733412
2023-01-20,26.969822422843595
2023-01-21,0.0
2023-01-22,33.71227802855449
2023-01-23,34.67548597222749
2023-01-24,22.63538667631516
2023-01-25,25.52501050733412
2023-01-26,48.16039718364928
2023-01-27,35.15708994406397
2023-01-28,39.49152569059241
2023-01-29,39.49152569059241
2023-01-30,25.52501050733412
2023-01-31,33.230674056718
2023-02-01,24.08019859182464
2023-02-02,0.0
2023-02-03,25.043406535497624
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,24.56180256366113
2023-02-10,43.34435746528435
2023-02-11,0.0
2023-02-12,24.08019859182464
2023-02-13,25.043406535497624
2023-02-14,0.0
2023-02-15,24.56180256366113
2023-02-16,25.52501050733412
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,32.74907008488152
2023-02-20,21.190574760805685
2023-02-21,25.52501050733412
2023-02-22,31.78586214120853
2023-02-23,29.85944625386255
2023-02-24,24.56180256366113
2023-02-25,30.82265419753553
2023-02-26,0.0
2023-02-27,21.190574760805685
2023-02-28,23.116990648151653
2023-03-01,24.56180256366113
2023-03-02,0.0
2023-03-03,22.15378270447867
2023-03-04,43.825961437120846
2023-03-05,0.0
2023-03-06,25.043406535497624
2023-03-07,19.74576284529621
2023-03-08,38.04671377508293
2023-03-09,28.89623831018957
2023-03-10,24.08019859182464
2023-03-11,38.52831774691942
2023-03-12,30.82265419753553
2023-03-13,31.78586214120853
2023-03-14,31.30425816937203
2023-03-15,25.52501050733412
2023-03-16,31.30425816937203
2023-03-17,33.230674056718
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,27.933030366516583
2023-03-21,24.56180256366113
2023-03-22,35.15708994406397
2023-03-23,39.49152569059241
2023-03-24,0.0
2023-03-25,37.08350583140994
2023-03-26,36.60190185957345
2023-03-27,36.60190185957345
2023-03-28,0.0
2023-03-29,28.89623831018957
2023-03-30,26.969822422843595
2023-03-31,29.85944625386255
2023-04-01,30.34105022569905
2023-04-02,0.0
2023-04-03,32.74907008488152
2023-04-04,42.38114952161137
2023-04-05,0.0
2023-04-06,24.56180256366113
2023-04-07,25.043406535497624
2023-04-08,23.116990648151653
2023-04-09,0.0
2023-04-10,29.85944625386255
2023-04-11,21.190574760805685
2023-04-12,0.0
2023-04-13,32.26746611304501
2023-04-14,33.230674056718
2023-04-15,28.89623831018957
2023-04-16,0.0
2023-04-17,24.08019859182464
2023-04-18,35.63869391590046
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-04-29,0.0
2023-04-30,26.969822422843595
2023-05-01,0.0
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,23.116990648151653
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,0.0
2023-05-08,0.0
2023-05-09,36.12029788773697
2023-05-10,28.89623831018957
2023-05-11,0.0
2023-05-12,0.0
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,20.708970788969197
2023-05-18,0.0
2023-05-19,0.0
2023-05-20,26.488218451007103
2023-05-21,26.488218451007103
2023-05-22,0.0
2023-05-23,23.116990648151653
2023-05-24,24.08019859182464
2023-05-25,26.969822422843595
2023-05-26,22.63538667631516
2023-05-27,37.08350583140994
2023-05-28,37.08350583140994
2023-05-29,23.598594619988145
2023-05-30,22.63538667631516
2023-05-31,26.969822422843595
2023-06-01,27.451426394680087
2023-06-02,28.89623831018957
2023-06-03,21.190574760805685
2023-06-04,0.0
2023-06-05,43.825961437120846
2023-06-06,28.414634338353075
2023-06-07,35.15708994406397
2023-06-08,0.0
2023-06-09,27.451426394680087
2023-06-10,39.973129662428896
2023-06-11,36.12029788773697
2023-06-12,0.0
2023-06-13,35.63869391590046
2023-06-14,20.227366817132697
2023-06-15,22.63538667631516
2023-06-16,0.0
2023-06-17,32.74907008488152
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,28.89623831018957
2023-06-21,38.52831774691942
2023-06-22,38.52831774691942
2023-06-23,0.0
2023-06-24,28.89623831018957
2023-06-25,38.04671377508293
2023-06-26,39.00992171875591
2023-06-27,34.193882000390985
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,36.12029788773697
2023-07-01,26.969822422843595
2023-07-02,0.0
2023-07-03,21.672178732642173
2023-07-04,34.52974304881649
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,21.58108940551031
2023-07-08,24.938147757478585
2023-07-09,37.40722163621787
2023-07-10,0.0
2023-07-11,32.13184422598201
2023-07-12,29.254365638580644
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,32.611423990548914
2023-07-18,0.0
2023-07-19,26.85646681574616
2023-07-20,24.45856799291168
2023-07-21,37.40722163621787
2023-07-22,0.0
2023-07-23,32.611423990548914
2023-07-24,32.13184422598201
2023-07-25,25.417727522045475
2023-07-26,0.0
2023-07-27,23.978988228344782
2023-07-28,0.0
2023-07-29,31.172684696848226
2023-07-30,0.0
2023-07-31,20.62192987637652
2023-08-01,27.336046580313056
2023-08-02,23.499408463777893
2023-08-03,23.499408463777893
2023-08-04,28.77478587401374
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,0.0
2023-08-08,39.805120459052354
2023-08-09,0.0
2023-08-10,24.938147757478585
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,36.44806210708408
2023-08-15,25.417727522045475
2023-08-16,0.0
2023-08-17,31.172684696848226
2023-08-18,31.65226446141512
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,24.45856799291168
2023-08-22,47.95797645668957
2023-08-23,27.815626344879952
2023-08-24,30.69310493228133
2023-08-25,0.0
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,31.172684696848226
2023-08-29,36.92764187165097
2023-08-30,27.815626344879952
2023-08-31,41.24385975275304
2023-09-01,0.0
2023-09-02,32.611423990548914
2023-09-03,28.77478587401374
2023-09-04,42.68259904645373
2023-09-05,29.73394540314754
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,26.85646681574616
2023-09-09,0.0
2023-09-10,30.69310493228133
2023-09-11,23.978988228344782
2023-09-12,0.0
2023-09-13,25.417727522045475
2023-09-14,30.213525167714437
2023-09-15,24.45856799291168
2023-09-16,0.0
2023-09-17,31.172684696848226
2023-09-18,28.29520610944685
2023-09-19,19.18319058267583
2023-09-20,17.744451288975146
2023-09-21,0.0
2023-09-22,0.0
2023-09-23,24.45856799291168
2023-09-24,37.40722163621787
2023-09-25,30.213525167714437
2023-09-26,28.29520610944685
2023-09-27,25.417727522045475
2023-09-28,0.0
2023-09-29,25.417727522045475
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,0.0
2023-10-03,22.540248934644097
2023-10-04,28.29520610944685
2023-10-05,0.0
2023-10-06,23.978988228344782
2023-10-07,23.019828699211
2023-10-08,0.0
2023-10-09,0.0
2023-10-10,25.417727522045475
2023-10-11,28.29520610944685
2023-10-12,43.16217881102062
2023-10-13,0.0
2023-10-14,34.52974304881649
2023-10-15,0.0
2023-10-16,42.20301928188682
2023-10-17,0.0
2023-10-18,31.65226446141512
2023-10-19,0.0
2023-10-20,24.938147757478585
2023-10-21,25.89730728661237
2023-10-22,40.28470022361925
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
