Date,gula
2022-01-01,61.0
2022-01-02,57.99999999999999
2022-01-03,36.0
2022-01-04,0.0
2022-01-05,43.0
2022-01-06,46.0
2022-01-07,33.99999999999999
2022-01-08,53.99999999999999
2022-01-09,45.0
2022-01-10,42.0
2022-01-11,0.0
2022-01-12,53.99999999999999
2022-01-13,57.99999999999999
2022-01-14,71.0
2022-01-15,41.0
2022-01-16,37.99999999999999
2022-01-17,47.0
2022-01-18,74.99999999999999
2022-01-19,57.99999999999999
2022-01-20,42.0
2022-01-21,54.99999999999999
2022-01-22,57.99999999999999
2022-01-23,36.0
2022-01-24,53.99999999999999
2022-01-25,66.99999999999999
2022-01-26,75.99999999999999
2022-01-27,58.99999999999999
2022-01-28,55.99999999999999
2022-01-29,64.0
2022-01-30,59.99999999999999
2022-01-31,43.0
2022-02-01,33.0
2022-02-02,48.0
2022-02-03,76.99999999999999
2022-02-04,49.0
2022-02-05,51.0
2022-02-06,71.0
2022-02-07,66.0
2022-02-08,52.0
2022-02-09,53.99999999999999
2022-02-10,36.0
2022-02-11,64.0
2022-02-12,46.0
2022-02-13,38.99999999999999
2022-02-14,56.99999999999999
2022-02-15,58.99999999999999
2022-02-16,74.0
2022-02-17,62.0
2022-02-18,73.0
2022-02-19,65.0
2022-02-20,56.99999999999999
2022-02-21,61.0
2022-02-22,67.99999999999999
2022-02-23,48.0
2022-02-24,72.0
2022-02-25,82.0
2022-02-26,62.0
2022-02-27,70.0
2022-02-28,43.99999999999999
2022-03-01,64.0
2022-03-02,86.0
2022-03-03,59.99999999999999
2022-03-04,84.0
2022-03-05,59.99999999999999
2022-03-06,77.99999999999999
2022-03-07,74.0
2022-03-08,69.0
2022-03-09,74.0
2022-03-10,71.0
2022-03-11,75.99999999999999
2022-03-12,76.99999999999999
2022-03-13,52.0
2022-03-14,76.99999999999999
2022-03-15,78.99999999999999
2022-03-16,91.0
2022-03-17,62.0
2022-03-18,97.0
2022-03-19,74.99999999999999
2022-03-20,71.0
2022-03-21,74.0
2022-03-22,65.0
2022-03-23,74.0
2022-03-24,70.0
2022-03-25,35.0
2022-03-26,70.0
2022-03-27,65.0
2022-03-28,88.99999999999999
2022-03-29,80.0
2022-03-30,66.99999999999999
2022-03-31,63.0
2022-04-01,71.0
2022-04-02,67.99999999999999
2022-04-03,80.0
2022-04-04,76.99999999999999
2022-04-05,93.0
2022-04-06,66.0
2022-04-07,91.0
2022-04-08,83.0
2022-04-09,66.99999999999999
2022-04-10,62.0
2022-04-11,71.0
2022-04-12,64.0
2022-04-13,88.99999999999999
2022-04-14,53.99999999999999
2022-04-15,53.0
2022-04-16,78.99999999999999
2022-04-17,69.0
2022-04-18,47.0
2022-04-19,70.0
2022-04-20,74.0
2022-04-21,80.0
2022-04-22,100.0
2022-04-23,70.0
2022-04-24,55.99999999999999
