Date,minyak goreng
2022-01-01,3.0
2022-01-02,3.0
2022-01-03,3.0
2022-01-04,4.0
2022-01-05,4.0
2022-01-06,5.0
2022-01-07,4.0
2022-01-08,4.0
2022-01-09,4.0
2022-01-10,4.0
2022-01-11,5.0
2022-01-12,4.0
2022-01-13,5.0
2022-01-14,4.0
2022-01-15,3.0
2022-01-16,4.0
2022-01-17,4.0
2022-01-18,4.0
2022-01-19,44.0
2022-01-20,24.0
2022-01-21,11.999999999999998
2022-01-22,10.0
2022-01-23,8.0
2022-01-24,8.0
2022-01-25,7.0
2022-01-26,8.0
2022-01-27,8.0
2022-01-28,10.0
2022-01-29,11.0
2022-01-30,10.0
2022-01-31,10.0
2022-02-01,11.0
2022-02-02,10.0
2022-02-03,8.999999999999998
2022-02-04,8.0
2022-02-05,8.0
2022-02-06,7.0
2022-02-07,8.0
2022-02-08,8.0
2022-02-09,8.0
2022-02-10,7.0
2022-02-11,8.0
2022-02-12,7.0
2022-02-13,8.0
2022-02-14,10.0
2022-02-15,12.999999999999998
2022-02-16,12.999999999999998
2022-02-17,14.0
2022-02-18,15.0
2022-02-19,16.999999999999996
2022-02-20,16.999999999999996
2022-02-21,16.999999999999996
2022-02-22,16.999999999999996
2022-02-23,15.0
2022-02-24,12.999999999999998
2022-02-25,11.999999999999998
2022-02-26,11.0
2022-02-27,10.0
2022-02-28,10.0
2022-03-01,11.999999999999998
2022-03-02,11.0
2022-03-03,12.999999999999998
2022-03-04,12.999999999999998
2022-03-05,12.999999999999998
2022-03-06,12.999999999999998
2022-03-07,15.0
2022-03-08,16.0
2022-03-09,16.999999999999996
2022-03-10,16.999999999999996
2022-03-11,23.0
2022-03-12,20.0
2022-03-13,16.0
2022-03-14,17.999999999999996
2022-03-15,16.0
2022-03-16,100.0
2022-03-17,62.99999999999999
2022-03-18,41.0
2022-03-19,30.0
2022-03-20,24.0
2022-03-21,25.0
2022-03-22,23.0
2022-03-23,20.0
2022-03-24,17.999999999999996
2022-03-25,16.0
2022-03-26,14.0
2022-03-27,12.999999999999998
2022-03-28,14.0
2022-03-29,14.0
2022-03-30,14.0
2022-03-31,12.999999999999998
2022-04-01,11.999999999999998
2022-04-02,12.999999999999998
2022-04-03,14.0
2022-04-04,14.0
2022-04-05,12.999999999999998
2022-04-06,11.999999999999998
2022-04-07,11.999999999999998
2022-04-08,11.999999999999998
2022-04-09,11.0
2022-04-10,10.0
2022-04-11,11.999999999999998
2022-04-12,11.0
2022-04-13,12.999999999999998
2022-04-14,11.999999999999998
2022-04-15,11.0
2022-04-16,10.0
2022-04-17,8.999999999999998
2022-04-18,10.0
2022-04-19,16.999999999999996
2022-04-20,23.0
2022-04-21,16.999999999999996
2022-04-22,16.999999999999996
2022-04-23,12.999999999999998
2022-04-24,8.999999999999998
2022-04-25,8.999999999999998
2022-04-26,10.0
2022-04-27,10.0
2022-04-28,11.0
2022-04-29,8.0
2022-04-30,5.0
2022-05-01,4.0
2022-05-02,3.0
2022-05-03,3.0
2022-05-04,3.0
2022-05-05,4.0
2022-05-06,3.0
2022-05-07,3.0
2022-05-08,4.0
2022-05-09,5.0
2022-05-10,5.0
2022-05-11,5.999999999999999
2022-05-12,5.999999999999999
2022-05-13,5.999999999999999
2022-05-14,4.0
2022-05-15,4.0
2022-05-16,5.0
2022-05-17,5.999999999999999
2022-05-18,8.0
2022-05-19,7.0
2022-05-20,5.999999999999999
2022-05-21,5.999999999999999
2022-05-22,5.0
2022-05-23,5.999999999999999
2022-05-24,5.999999999999999
2022-05-25,7.0
2022-05-26,5.0
2022-05-27,5.0
2022-05-28,4.0
2022-05-29,4.0
2022-05-30,5.0
2022-05-31,5.0
2022-06-01,5.0
2022-06-02,5.0
2022-06-03,5.0
2022-06-04,5.0
2022-06-05,4.0
2022-06-06,5.999999999999999
2022-06-07,4.0
2022-06-08,4.0
2022-06-09,4.0
2022-06-10,4.0
2022-06-11,3.0
2022-06-12,4.0
2022-06-13,4.0
2022-06-14,5.0
2022-06-15,4.0
2022-06-16,4.0
2022-06-17,4.0
2022-06-18,4.0
2022-06-19,3.0
2022-06-20,4.0
2022-06-21,4.0
2022-06-22,5.0
2022-06-23,4.0
2022-06-24,4.0
2022-06-25,5.0
2022-06-26,5.0
2022-06-27,5.999999999999999
2022-06-28,5.0
2022-06-29,5.0
2022-06-30,4.0
2022-07-01,4.0
2022-07-02,4.0
2022-07-03,3.3863051969889018
2022-07-04,3.3863051969889018
2022-07-05,3.6684972967379768
2022-07-06,4.279913512860974
2022-07-07,3.85662536323736
2022-07-08,3.4803692302385936
2022-07-09,3.1511451138646724
2022-07-10,2.445664864491985
2022-07-11,3.5274012468634397
2022-07-12,3.4803692302385936
2022-07-13,4.373977546110665
2022-07-14,3.85662536323736
2022-07-15,3.9036573798622074
2022-07-16,3.2452091471143643
2022-07-17,3.433337213613748
2022-07-18,4.232881496236128
2022-07-19,4.138817462986435
2022-07-20,4.1858494796112815
2022-07-21,4.326945529485819
2022-07-22,3.7625613299876695
2022-07-23,3.3863051969889018
2022-07-24,3.9036573798622074
2022-07-25,4.044753429736744
2022-07-26,4.373977546110665
2022-07-27,4.232881496236128
2022-07-28,4.1858494796112815
2022-07-29,4.09178544636159
2022-07-30,2.9630170473652893
2022-07-31,3.3863051969889018
2022-08-01,3.9977214131118974
2022-08-02,4.279913512860974
2022-08-03,3.9977214131118974
2022-08-04,4.326945529485819
2022-08-05,3.3863051969889018
2022-08-06,3.29224116373921
2022-08-07,3.29224116373921
2022-08-08,3.7155293133628233
2022-08-09,3.85662536323736
2022-08-10,4.1858494796112815
2022-08-11,3.5744332634882854
2022-08-12,3.3863051969889018
2022-08-13,2.9630170473652893
2022-08-14,3.0100490639901354
2022-08-15,3.4803692302385936
2022-08-16,3.0570810806149806
2022-08-17,3.2452091471143643
2022-08-18,3.62146528011313
2022-08-19,3.1981771304895186
2022-08-20,3.0570810806149806
2022-08-21,3.1511451138646724
2022-08-22,3.8095933466125143
2022-08-23,3.85662536323736
2022-08-24,3.9036573798622074
2022-08-25,3.8095933466125143
2022-08-26,3.4803692302385936
2022-08-27,3.1511451138646724
2022-08-28,3.3863051969889018
2022-08-29,4.326945529485819
2022-08-30,4.421009562735511
2022-08-31,4.703201662484586
2022-09-01,3.7155293133628233
2022-09-02,3.85662536323736
2022-09-03,3.3863051969889018
2022-09-04,3.3863051969889018
2022-09-05,4.4680415793603565
2022-09-06,4.044753429736744
2022-09-07,3.950689396487052
2022-09-08,3.7625613299876695
2022-09-09,3.2452091471143643
2022-09-10,2.915985030740444
2022-09-11,3.1981771304895186
2022-09-12,3.7155293133628233
2022-09-13,3.62146528011313
2022-09-14,3.7155293133628233
2022-09-15,3.1041130972398268
2022-09-16,3.0100490639901354
2022-09-17,2.868953014115598
2022-09-18,2.6808249476162143
2022-09-19,3.3863051969889018
2022-09-20,3.62146528011313
2022-09-21,3.62146528011313
2022-09-22,3.7625613299876695
2022-09-23,2.9630170473652893
2022-09-24,2.5397288977416768
2022-09-25,2.821920997490752
2022-09-26,3.5744332634882854
2022-09-27,3.29224116373921
2022-09-28,3.339273180364056
2022-09-29,3.3863051969889018
2022-09-30,2.821920997490752
2022-10-01,2.633792930991368
2022-10-02,2.398632847867139
2022-10-03,2.915985030740444
2022-10-04,3.1041130972398268
2022-10-05,3.1981771304895186
2022-10-06,2.821920997490752
2022-10-07,2.633792930991368
2022-10-08,2.72785696424106
2022-10-09,2.5397288977416768
2022-10-10,3.2452091471143643
2022-10-11,3.62146528011313
2022-10-12,3.1041130972398268
2022-10-13,3.2452091471143643
2022-10-14,3.1511451138646724
2022-10-15,2.6808249476162143
2022-10-16,2.72785696424106
2022-10-17,2.821920997490752
2022-10-18,3.4803692302385936
2022-10-19,3.1511451138646724
2022-10-20,2.868953014115598
2022-10-21,2.821920997490752
2022-10-22,2.3045688146174474
2022-10-23,2.6808249476162143
2022-10-24,2.821920997490752
2022-10-25,3.3863051969889018
2022-10-26,3.1981771304895186
2022-10-27,3.1041130972398268
2022-10-28,2.6808249476162143
2022-10-29,2.633792930991368
2022-10-30,2.774888980865906
2022-10-31,3.0570810806149806
2022-11-01,3.339273180364056
2022-11-02,3.339273180364056
2022-11-03,3.0100490639901354
2022-11-04,2.868953014115598
2022-11-05,2.49269688111683
2022-11-06,2.5397288977416768
2022-11-07,2.915985030740444
2022-11-08,2.9630170473652893
2022-11-09,3.0100490639901354
2022-11-10,2.49269688111683
2022-11-11,3.0570810806149806
2022-11-12,2.633792930991368
2022-11-13,2.774888980865906
2022-11-14,3.1041130972398268
2022-11-15,3.1981771304895186
2022-11-16,3.29224116373921
2022-11-17,2.6808249476162143
2022-11-18,2.915985030740444
2022-11-19,2.5867609143665224
2022-11-20,2.6808249476162143
2022-11-21,2.9630170473652893
2022-11-22,2.9630170473652893
2022-11-23,3.1041130972398268
2022-11-24,2.633792930991368
2022-11-25,2.445664864491985
2022-11-26,2.351600831242293
2022-11-27,2.3045688146174474
2022-11-28,3.1511451138646724
2022-11-29,3.0570810806149806
2022-11-30,3.1981771304895186
2022-12-01,2.9630170473652893
2022-12-02,2.72785696424106
2022-12-03,2.398632847867139
2022-12-04,2.163472764742909
2022-12-05,3.3863051969889018
2022-12-06,3.0570810806149806
2022-12-07,3.1041130972398268
2022-12-08,2.915985030740444
2022-12-09,2.633792930991368
2022-12-10,1.975344698243526
2022-12-11,2.351600831242293
2022-12-12,2.72785696424106
2022-12-13,2.72785696424106
2022-12-14,2.3045688146174474
2022-12-15,2.49269688111683
2022-12-16,2.3045688146174474
2022-12-17,2.2575367979926013
2022-12-18,1.5050245319950677
2022-12-19,2.0694087314932177
2022-12-20,2.445664864491985
2022-12-21,2.351600831242293
2022-12-22,2.210504781367756
2022-12-23,2.445664864491985
2022-12-24,1.8812806649938347
2022-12-25,1.7872166317441427
2022-12-26,2.210504781367756
2022-12-27,2.351600831242293
2022-12-28,2.398632847867139
2022-12-29,2.163472764742909
2022-12-30,2.3045688146174474
2022-12-31,1.92831268161868
2023-01-01,2.022376714868372
2023-01-02,2.300361056803637
2023-01-03,2.5931342822150083
2023-01-04,3.095031240063075
2023-01-05,2.5513095357276696
2023-01-06,2.634959028702348
2023-01-07,2.509484789240331
2023-01-08,2.467660042752992
2023-01-09,2.8440827611390413
2023-01-10,2.9695570006010583
2023-01-11,3.136855986550413
2023-01-12,3.2623302260124296
2023-01-13,2.88590750762638
2023-01-14,2.8440827611390413
2023-01-15,2.802258014651703
2023-01-16,3.4296292119617853
2023-01-17,3.847876676835173
2023-01-18,3.4296292119617853
2023-01-19,3.136855986550413
2023-01-20,2.802258014651703
2023-01-21,2.802258014651703
2023-01-22,2.258536310316297
2023-01-23,2.92773225411372
2023-01-24,3.1786807330377527
2023-01-25,3.053206493575736
2023-01-26,3.4296292119617853
2023-01-27,3.5551034514238022
2023-01-28,3.095031240063075
2023-01-29,3.5132787049364627
2023-01-30,3.764227183860496
2023-01-31,4.057000409271868
2023-02-01,4.182474648733884
2023-02-02,3.9733509162971914
2023-02-03,3.3459797189871083
2023-02-04,3.053206493575736
2023-02-05,3.220505479525092
2023-02-06,3.764227183860496
2023-02-07,3.5969281979111405
2023-02-08,3.8897014233225127
2023-02-09,4.140649902246546
2023-02-10,3.847876676835173
2023-02-11,3.220505479525092
2023-02-12,3.5969281979111405
2023-02-13,4.140649902246546
2023-02-14,3.5132787049364627
2023-02-15,3.847876676835173
2023-02-16,3.5969281979111405
2023-02-17,3.3041549724997683
2023-02-18,2.718608521677025
2023-02-19,3.053206493575736
2023-02-20,3.63875294439848
2023-02-21,3.847876676835173
2023-02-22,4.057000409271868
2023-02-23,3.5969281979111405
2023-02-24,3.5551034514238022
2023-02-25,3.053206493575736
2023-02-26,3.3041549724997683
2023-02-27,4.098825155759207
2023-02-28,3.6805776908858183
2023-03-01,3.63875294439848
2023-03-02,3.8897014233225127
2023-03-03,3.387804465474447
2023-03-04,2.92773225411372
2023-03-05,3.3041549724997683
2023-03-06,3.4714539584491244
2023-03-07,3.3041549724997683
2023-03-08,3.5969281979111405
2023-03-09,3.63875294439848
2023-03-10,3.847876676835173
2023-03-11,3.053206493575736
2023-03-12,3.011381747088397
2023-03-13,3.5969281979111405
2023-03-14,3.3041549724997683
2023-03-15,3.387804465474447
2023-03-16,3.5969281979111405
2023-03-17,3.63875294439848
2023-03-18,2.718608521677025
2023-03-19,3.053206493575736
2023-03-20,3.3459797189871083
2023-03-21,3.053206493575736
2023-03-22,2.8440827611390413
2023-03-23,2.8440827611390413
2023-03-24,2.718608521677025
2023-03-25,3.011381747088397
2023-03-26,2.8440827611390413
2023-03-27,3.220505479525092
2023-03-28,3.053206493575736
2023-03-29,3.3041549724997683
2023-03-30,2.88590750762638
2023-03-31,2.9695570006010583
2023-04-01,2.300361056803637
2023-04-02,2.802258014651703
2023-04-03,3.5551034514238022
2023-04-04,2.9695570006010583
2023-04-05,3.011381747088397
2023-04-06,2.718608521677025
2023-04-07,2.509484789240331
2023-04-08,2.5931342822150083
2023-04-09,2.802258014651703
2023-04-10,3.2623302260124296
2023-04-11,2.9695570006010583
2023-04-12,2.760433268164364
2023-04-13,2.88590750762638
2023-04-14,2.8440827611390413
2023-04-15,2.3840105497783144
2023-04-16,2.3840105497783144
2023-04-17,2.676783775189686
2023-04-18,1.8402888454429092
2023-04-19,1.756639352468231
2023-04-20,1.5475156200315374
2023-04-21,1.338391887594843
2023-04-22,0.8364949297467771
2023-04-23,1.08744340867081
2023-04-24,1.5893403665188763
2023-04-25,1.422041380569521
2023-04-26,1.4638661270568598
2023-04-27,1.7148146059808926
2023-04-28,1.9239383384175863
2023-04-29,2.007587831392265
2023-04-30,1.9657630849049257
2023-05-01,2.091237324366942
2023-05-02,2.3421858032909757
2023-05-03,2.760433268164364
2023-05-04,2.676783775189686
2023-05-05,2.467660042752992
2023-05-06,2.091237324366942
2023-05-07,2.5931342822150083
2023-05-08,2.676783775189686
2023-05-09,3.053206493575736
2023-05-10,3.220505479525092
2023-05-11,2.802258014651703
2023-05-12,2.5931342822150083
2023-05-13,2.3421858032909757
2023-05-14,2.300361056803637
2023-05-15,2.802258014651703
2023-05-16,2.8440827611390413
2023-05-17,2.3840105497783144
2023-05-18,2.467660042752992
2023-05-19,2.5513095357276696
2023-05-20,2.17488681734162
2023-05-21,2.5931342822150083
2023-05-22,2.509484789240331
2023-05-23,2.425835296265653
2023-05-24,2.8440827611390413
2023-05-25,2.5931342822150083
2023-05-26,2.258536310316297
2023-05-27,2.091237324366942
2023-05-28,2.216711563828959
2023-05-29,2.509484789240331
2023-05-30,2.509484789240331
2023-05-31,2.1330620708542813
2023-06-01,2.091237324366942
2023-06-02,2.5513095357276696
2023-06-03,2.0494125778796035
2023-06-04,2.258536310316297
2023-06-05,2.258536310316297
2023-06-06,2.509484789240331
2023-06-07,2.8440827611390413
2023-06-08,2.216711563828959
2023-06-09,2.509484789240331
2023-06-10,2.216711563828959
2023-06-11,2.216711563828959
2023-06-12,2.509484789240331
2023-06-13,2.258536310316297
2023-06-14,2.17488681734162
2023-06-15,2.300361056803637
2023-06-16,2.300361056803637
2023-06-17,1.7984640989555702
2023-06-18,2.300361056803637
2023-06-19,1.882113591930248
2023-06-20,1.882113591930248
2023-06-21,2.091237324366942
2023-06-22,2.3840105497783144
2023-06-23,1.9239383384175863
2023-06-24,1.756639352468231
2023-06-25,1.9239383384175863
2023-06-26,1.8402888454429092
2023-06-27,1.7984640989555702
2023-06-28,1.8402888454429092
2023-06-29,1.5475156200315374
2023-06-30,1.6729898594935542
2023-07-01,1.6729898594935542
2023-07-02,1.7984640989555702
2023-07-03,1.5893403665188763
2023-07-04,1.6845878136200718
2023-07-05,2.087424029920524
2023-07-06,2.087424029920524
2023-07-07,1.7578307620383358
2023-07-08,1.904316658874864
2023-07-09,1.7212092878292031
2023-07-10,1.7944522362474675
2023-07-11,1.8310737104565995
2023-07-12,1.8310737104565995
2023-07-13,1.7212092878292031
2023-07-14,1.7212092878292031
2023-07-15,1.8676951846657317
2023-07-16,1.7578307620383358
2023-07-17,1.977559607293128
2023-07-18,1.977559607293128
2023-07-19,2.087424029920524
2023-07-20,2.1606669783387877
2023-07-21,2.050802555711392
2023-07-22,1.8676951846657317
2023-07-23,1.977559607293128
2023-07-24,2.636746143057504
2023-07-25,2.453638772011844
2023-07-26,2.819853514103164
2023-07-27,2.453638772011844
2023-07-28,2.2705314009661834
2023-07-29,1.977559607293128
2023-07-30,2.0141810815022594
2023-07-31,2.307152875175315
2023-08-01,2.2705314009661834
2023-08-02,2.490260246220976
2023-08-03,2.38039582359358
2023-08-04,2.1972884525479195
2023-08-05,1.8676951846657317
2023-08-06,2.1606669783387877
2023-08-07,2.490260246220976
2023-08-08,2.600124668848372
2023-08-09,2.490260246220976
2023-08-10,2.2705314009661834
2023-08-11,2.1606669783387877
2023-08-12,2.050802555711392
2023-08-13,2.636746143057504
2023-08-14,2.526881720430108
2023-08-15,2.1606669783387877
2023-08-16,2.1240455041296555
2023-08-17,2.1972884525479195
2023-08-18,2.1240455041296555
2023-08-19,2.087424029920524
2023-08-20,2.087424029920524
2023-08-21,2.8564749883122955
2023-08-22,2.819853514103164
2023-08-23,2.709989091475768
2023-08-24,2.490260246220976
2023-08-25,2.2705314009661834
2023-08-26,1.904316658874864
2023-08-27,2.417017297802712
2023-08-28,2.7466105656849
2023-08-29,2.819853514103164
2023-08-30,2.8930964625214277
2023-08-31,2.819853514103164
2023-09-01,2.8930964625214277
2023-09-02,2.307152875175315
2023-09-03,2.3437743493844474
2023-09-04,2.783232039894032
2023-09-05,2.636746143057504
2023-09-06,2.56350319463924
2023-09-07,2.38039582359358
2023-09-08,2.526881720430108
