Date,daging
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,18.34159531320414
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,27.679134745380804
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,20.675980171248305
2022-01-19,0.0
2022-01-20,15.34024335286165
2022-01-21,20.009013068949976
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,14.673276250563315
2022-01-26,15.673726904010811
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,18.34159531320414
2022-02-07,0.0
2022-02-08,12.005407841369983
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,22.00991437584497
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,15.00675980171248
2022-02-16,9.337539432176657
2022-02-17,10.337990085624153
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,18.34159531320414
2022-02-21,13.672825597115818
2022-02-22,9.004055881027488
2022-02-23,10.337990085624153
2022-02-24,0.0
2022-02-25,13.339342045966651
2022-02-26,0.0
2022-02-27,14.006309148264982
2022-02-28,0.0
2022-03-01,14.673276250563315
2022-03-02,10.67147363677332
2022-03-03,14.006309148264982
2022-03-04,21.34294727354664
2022-03-05,16.00721045515998
2022-03-06,13.005858494817485
2022-03-07,9.004055881027488
2022-03-08,16.00721045515998
2022-03-09,11.004957187922487
2022-03-10,0.0
2022-03-11,12.67237494366832
2022-03-12,19.342045966651643
2022-03-13,13.672825597115818
2022-03-14,13.005858494817485
2022-03-15,15.00675980171248
2022-03-16,19.342045966651643
2022-03-17,12.005407841369983
2022-03-18,27.012167643082467
2022-03-19,0.0
2022-03-20,13.005858494817485
2022-03-21,11.004957187922487
2022-03-22,0.0
2022-03-23,9.67102298332582
2022-03-24,18.008111762054977
2022-03-25,18.008111762054977
2022-03-26,13.005858494817485
2022-03-27,11.67192429022082
2022-03-28,14.339792699414147
2022-03-29,8.337088778729155
2022-03-30,14.673276250563315
2022-03-31,14.339792699414147
2022-04-01,14.006309148264982
2022-04-02,18.008111762054977
2022-04-03,19.008562415502475
2022-04-04,12.338891392519152
2022-04-05,15.673726904010811
2022-04-06,10.004506534474988
2022-04-07,17.00766110860748
2022-04-08,0.0
2022-04-09,13.339342045966651
2022-04-10,0.0
2022-04-11,15.673726904010811
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-15,0.0
2022-04-16,16.67417755745831
2022-04-17,20.009013068949976
2022-04-18,0.0
2022-04-19,11.67192429022082
2022-04-20,13.672825597115818
2022-04-21,15.00675980171248
2022-04-22,12.67237494366832
2022-04-23,10.67147363677332
2022-04-24,12.67237494366832
2022-04-25,12.005407841369983
2022-04-26,14.673276250563315
2022-04-27,12.338891392519152
2022-04-28,0.0
2022-04-29,11.67192429022082
2022-04-30,13.672825597115818
2022-05-01,23.01036502929247
2022-05-02,17.341144659756644
2022-05-03,16.00721045515998
2022-05-04,15.34024335286165
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,14.339792699414147
2022-05-08,0.0
2022-05-09,16.00721045515998
2022-05-10,13.005858494817485
2022-05-11,11.67192429022082
2022-05-12,11.338440739071654
2022-05-13,0.0
2022-05-14,15.00675980171248
2022-05-15,14.006309148264982
2022-05-16,13.672825597115818
2022-05-17,18.34159531320414
2022-05-18,11.67192429022082
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,17.00766110860748
2022-05-22,0.0
2022-05-23,14.673276250563315
2022-05-24,17.674628210905816
2022-05-25,13.339342045966651
2022-05-26,17.341144659756644
2022-05-27,15.673726904010811
2022-05-28,13.005858494817485
2022-05-29,17.341144659756644
2022-05-30,13.005858494817485
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,20.675980171248305
2022-06-03,15.34024335286165
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,16.00721045515998
2022-06-09,22.343397926994136
2022-06-10,0.0
2022-06-11,33.34835511491662
2022-06-12,15.673726904010811
2022-06-13,12.67237494366832
2022-06-14,0.0
2022-06-15,0.0
2022-06-16,0.0
2022-06-17,18.34159531320414
2022-06-18,0.0
2022-06-19,15.00675980171248
2022-06-20,21.34294727354664
2022-06-21,0.0
2022-06-22,14.339792699414147
2022-06-23,0.0
2022-06-24,17.341144659756644
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,23.53052375382507
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,22.795194886518036
2022-07-09,30.148483559588364
2022-07-10,73.53288673070332
2022-07-11,58.82630938456268
2022-07-12,44.119732038422
2022-07-13,47.06104750765014
2022-07-14,31.619141294202432
2022-07-15,0.0
2022-07-16,38.23710109996573
2022-07-17,21.324537151903968
2022-07-18,24.265852621132098
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,22.795194886518036
2022-07-24,18.38322168267583
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,13.971248478833637
2022-07-28,0.0
2022-07-29,20.58920828459693
2022-07-30,0.0
2022-07-31,15.441906213447702
2022-08-01,0.0
2022-08-02,13.971248478833637
2022-08-03,0.0
2022-08-04,13.971248478833637
2022-08-05,0.0
2022-08-06,16.912563948061766
2022-08-07,17.6478928153688
2022-08-08,27.207168090360238
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,18.38322168267583
2022-08-15,16.177235080754734
2022-08-16,19.8538794172899
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-21,27.207168090360238
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,19.8538794172899
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,13.2359196115266
2022-08-30,0.0
2022-08-31,22.059866019211
2022-09-01,0.0
2022-09-02,0.0
2022-09-03,17.6478928153688
2022-09-04,0.0
2022-09-05,0.0
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,16.912563948061766
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,16.177235080754734
2022-09-15,15.441906213447702
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,16.177235080754734
2022-09-20,23.53052375382507
2022-09-21,13.971248478833637
2022-09-22,17.6478928153688
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,15.441906213447702
2022-09-27,13.2359196115266
2022-09-28,25.001181488439133
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,16.912563948061766
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,15.441906213447702
2022-10-11,16.177235080754734
2022-10-12,0.0
2022-10-13,16.177235080754734
2022-10-14,0.0
2022-10-15,16.912563948061766
2022-10-16,0.0
2022-10-17,27.207168090360238
2022-10-18,13.2359196115266
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,16.912563948061766
2022-10-22,0.0
2022-10-23,20.58920828459693
2022-10-24,17.6478928153688
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,19.118550549982867
2022-10-30,0.0
2022-10-31,19.8538794172899
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,16.177235080754734
2022-11-04,0.0
2022-11-05,16.912563948061766
2022-11-06,0.0
2022-11-07,13.971248478833637
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,13.2359196115266
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,25.73651035574617
2022-11-16,19.8538794172899
2022-11-17,16.177235080754734
2022-11-18,0.0
2022-11-19,26.4718392230532
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,12.500590744219569
2022-11-27,11.765261876912534
2022-11-28,18.38322168267583
2022-11-29,19.118550549982867
2022-11-30,0.0
2022-12-01,12.500590744219569
2022-12-02,11.0299330096055
2022-12-03,18.38322168267583
2022-12-04,13.971248478833637
2022-12-05,11.765261876912534
2022-12-06,16.912563948061766
2022-12-07,22.795194886518036
2022-12-08,0.0
2022-12-09,15.441906213447702
2022-12-10,0.0
2022-12-11,18.38322168267583
2022-12-12,23.53052375382507
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,16.177235080754734
2022-12-16,15.441906213447702
2022-12-17,16.177235080754734
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,32.35447016150947
2022-12-24,36.03111449804463
2022-12-25,0.0
2022-12-26,29.41315469228134
2022-12-27,0.0
2022-12-28,29.41315469228134
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,19.118550549982867
2023-01-01,21.324537151903968
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,19.791523796461387
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,19.131806336579345
2023-01-12,15.173501577287064
2023-01-13,17.152653956933204
2023-01-14,0.0
2023-01-15,19.131806336579345
2023-01-16,17.152653956933204
2023-01-17,0.0
2023-01-18,15.173501577287064
2023-01-19,13.85406665752297
2023-01-20,20.451241256343437
2023-01-21,24.409546015635712
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,21.110958716225483
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,21.77067617610753
2023-01-29,0.0
2023-01-30,17.152653956933204
2023-01-31,14.513784117405018
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,17.152653956933204
2023-02-04,15.833219037169112
2023-02-05,0.0
2023-02-06,18.472088876697292
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,28.36785077492799
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,12.53463173775888
2023-02-15,15.833219037169112
2023-02-16,17.812371416815253
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,21.110958716225483
2023-02-20,14.513784117405018
2023-02-21,0.0
2023-02-22,13.194349197640928
2023-02-23,0.0
2023-02-24,18.472088876697292
2023-02-25,0.0
2023-02-26,20.451241256343437
2023-02-27,19.131806336579345
2023-02-28,0.0
2023-03-01,15.173501577287064
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,13.85406665752297
2023-03-08,0.0
2023-03-09,27.0484158551639
2023-03-10,19.791523796461387
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,18.472088876697292
2023-03-14,17.812371416815253
2023-03-15,15.833219037169112
2023-03-16,0.0
2023-03-17,16.492936497051158
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,19.131806336579345
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,19.791523796461387
2023-03-26,15.173501577287064
2023-03-27,13.194349197640928
2023-03-28,16.492936497051158
2023-03-29,0.0
2023-03-30,16.492936497051158
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,15.833219037169112
2023-04-03,15.173501577287064
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,25.06926347551776
2023-04-08,19.131806336579345
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,15.833219037169112
2023-04-13,12.53463173775888
2023-04-14,26.388698395281857
2023-04-15,24.409546015635712
2023-04-16,19.791523796461387
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,15.833219037169112
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,17.812371416815253
2023-04-23,0.0
2023-04-24,21.110958716225483
2023-04-25,21.77067617610753
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,19.791523796461387
2023-04-29,0.0
2023-04-30,0.0
2023-05-01,17.152653956933204
2023-05-02,17.812371416815253
2023-05-03,15.173501577287064
2023-05-04,0.0
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,15.173501577287064
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,15.173501577287064
2023-05-19,25.728980935399807
2023-05-20,16.492936497051158
2023-05-21,17.812371416815253
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,14.513784117405018
2023-05-25,19.791523796461387
2023-05-26,17.152653956933204
2023-05-27,15.833219037169112
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,15.173501577287064
2023-06-03,0.0
2023-06-04,16.492936497051158
2023-06-05,0.0
2023-06-06,15.173501577287064
2023-06-07,15.173501577287064
2023-06-08,15.833219037169112
2023-06-09,17.152653956933204
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,19.791523796461387
2023-06-15,13.85406665752297
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,14.513784117405018
2023-06-21,0.0
2023-06-22,17.812371416815253
2023-06-23,0.0
2023-06-24,0.0
2023-06-25,22.43039363598957
2023-06-26,0.0
2023-06-27,17.812371416815253
2023-06-28,24.409546015635712
2023-06-29,65.97174598820463
2023-06-30,38.923330133040736
2023-07-01,48.15937457138939
2023-07-02,29.687285694692086
2023-07-03,25.728980935399807
2023-07-04,26.34623257157993
2023-07-05,23.464613384063377
2023-07-06,31.697811062682103
2023-07-07,22.229633732270567
2023-07-08,0.0
2023-07-09,32.109470946613044
2023-07-10,0.0
2023-07-11,22.229633732270567
2023-07-12,0.0
2023-07-13,22.229633732270567
2023-07-14,0.0
2023-07-15,25.522912803718057
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,31.28615117875117
2023-07-22,0.0
2023-07-23,23.876273267994318
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,17.701375009030265
2023-07-27,0.0
2023-07-28,0.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,20.99465408047776
2023-08-04,26.34623257157993
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,20.171334312615887
2023-08-08,19.75967442868495
2023-08-09,0.0
2023-08-10,0.0
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,0.0
2023-08-15,21.81797384833963
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,22.641293616201505
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,18.936354660823078
2023-08-22,0.0
2023-08-23,19.75967442868495
2023-08-24,0.0
2023-08-25,0.0
2023-08-26,23.05295350013244
2023-08-27,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-02,0.0
2023-09-03,23.876273267994318
2023-09-04,20.582994196546824
2023-09-05,0.0
2023-09-06,22.229633732270567
2023-09-07,0.0
2023-09-08,0.0
2023-09-09,0.0
2023-09-10,20.582994196546824
2023-09-11,0.0
2023-09-12,20.582994196546824
2023-09-13,0.0
2023-09-14,18.113034892961203
2023-09-15,0.0
2023-09-16,21.81797384833963
2023-09-17,23.876273267994318
2023-09-18,16.466395357237456
2023-09-19,20.99465408047776
2023-09-20,0.0
2023-09-21,16.878055241168394
2023-09-22,0.0
2023-09-23,0.0
2023-09-24,0.0
2023-09-25,16.878055241168394
2023-09-26,0.0
2023-09-27,18.524694776892137
2023-09-28,18.524694776892137
2023-09-29,0.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,17.28971512509933
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,16.054735473306522
2023-10-06,0.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,20.99465408047776
2023-10-10,0.0
2023-10-11,16.878055241168394
2023-10-12,0.0
2023-10-13,0.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,18.936354660823078
2023-10-17,21.406313964408696
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-21,0.0
2023-10-22,23.05295350013244
2023-10-23,21.406313964408696
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,27.99287210730368
2023-10-27,0.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,0.0
2023-10-31,20.171334312615887
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-04,0.0
2023-11-05,35.814409901991475
2023-11-06,0.0
2023-11-07,18.524694776892137
2023-11-08,0.0
2023-11-09,23.876273267994318
2023-11-10,23.05295350013244
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,23.464613384063377
2023-11-14,0.0
2023-11-15,37.04938955378427
2023-11-16,0.0
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
